word,syllables,actual_count,cmu_counts,category,phonetic,kaikki_counts,kaikki_ipa,kaikki_decision,kaikki_error
awareness,aware-ness,2,3,other,/əˈwɛɹnəs/,,/əˈwɛɚ.nəs/; /əˈwɛə.nəs/; /əˈweː.nəs/; /əˈweə.nəs/; /əˈwiə.nəs/; /əˈweɹ.nəs/; /əˈwɜː(ɹ).nəs/,kaikki_no_count,
awhile,awhile,1,2,other,/əˈwaɪl/,,/əˈwaɪl/; /əˈʍaɪl/,kaikki_no_count,
axiom,ax-iom,2,3,other,/ˈæksiəm/,,/ˈak.sɪ.əm/; /ˈæk.si.əm/; /ˈæk.ʃəm/,kaikki_no_count,
babylonian,baby-lo-ni-an,4,5,vowel_sequence_suffix,/ˌbæbəˈloʊniən/,,,kaikki_missing,
baroque,baroque,1,2,other,/bɚˈoʊk/,,/bæˈɹɒk/; /bəˈɹoʊk/,kaikki_no_count,
basically,ba-si-cal-ly,4,3,adverb_ically_ally,/ˈbeɪsɪkli/,,/ˈbeɪ.sɪk.(ə.)li/; /ˈbeɪ.sɪk.koʊ.li/,kaikki_no_count,
beautifully,beau-ti-ful-ly,4,3,other,/ˈbjuːtəfli/,,/ˈbjuː.tɪ.f(ə.)li/,kaikki_no_count,
beloved,beloved,1,2/3,other,/bɪˈlʌvd/,,/bɪˈlʌvd/; /bɪˈlʌv.ɪd/,kaikki_no_count,
biochemistry,bioc-he-mis-try,4,5,other,/ˌbaɪoʊˈkɛməstɹi/,,/ˌbaɪəʊˈkɛmɪstɹi/,kaikki_no_count,
biologically,bi-o-log-i-cal-ly,6,5,adverb_ically_ally,/baɪəˈlɑdʒɪkli/,,,kaikki_no_count,
biotechnology,bio-tec-hno-lo-gy,5,6,other,/ˌbaɪoʊˌtɛkˈnɑlədʒi/,,/ˈbaɪəʊˌtɛk.nɒl.əʊ.dʒi/,kaikki_no_count,
blvd,blvd,1,3,other,/ˈbʊləˌvɑɹd/,,,kaikki_no_count,
bmw,bmw,1,5,other,/ˈbiːˌɛmˈdʌbəlju/,,,kaikki_missing,
bohemian,bo-hemi-an,3,4,vowel_sequence_suffix,/boʊˈhiːmiən/,,/boʊˈhimi.ən/,kaikki_no_count,
boolean,bool-ean,2,3,other,/buˈliːən/,,,kaikki_no_count,
bracelet,bracelet,1,2,other,/ˈbɹeɪslət/,,/ˈbɹeɪslət/; /ˈbɹeɪslɪt/,kaikki_no_count,
bracelets,bracelets,1,2,other,/ˈbɹeɪslɪts/,,,kaikki_no_count,
brochures,brochures,1,2,other,/bɹoʊˈʃʊɹz/,,,kaikki_no_count,
bryan,bryan,1,2,other,/ˈbɹaɪən/,,,kaikki_missing,
bryant,bryant,1,2,other,/ˈbɹaɪənt/,,,kaikki_missing,
buddhism,bud-dhism,2,3,suffix_ism,/ˈbuːdɪzəm/,,,kaikki_missing,
bulgaria,bul-gar-ia,3,4,vowel_sequence_suffix,/bəlˈɡɛɹiə/,,,kaikki_missing,
californian,cal-i-for-ni-an,5,4,vowel_sequence_suffix,/ˌkælɪˈfɔɹnjən/,,,kaikki_missing,
canadian,cana-di-an,3,4,vowel_sequence_suffix,/kəˈneɪdiən/,,,kaikki_missing,
cannibalism,can-ni-bal-ism,4,5,suffix_ism,/ˈkænəbəˌlɪzəm/,,/ˈkanɪbəlɪz(ə)m/,kaikki_no_count,
capitalism,cap-i-tal-ism,4,5,suffix_ism,/ˈkæpɪtəˌlɪzəm/,,/ˈkapɪt(ə)lɪz(ə)m/; /kəˈpɪt(ə)lɪz(ə)m/; /ˈkæp.ə.təlˌɪzm̩/; /-ˌɪz.əm/; /ˌkæp.təl-/,kaikki_no_count,
cataclysm,cat-a-clysm,3,4,other,/ˈkætəˌklɪsəm/,,/ˈkætəˌklɪzm̩/,kaikki_no_count,
catechism,cat-e-chism,3,4,suffix_ism,/ˈkætəˌkɪzəm/,,/ˈkætɪˌkɪzəm/,kaikki_no_count,
categorically,cat-e-gor-i-cal-ly,6,5,adverb_ically_ally,/ˌkatɪɡˈɒɹɪklɪ/,,/kæt.əˈɡɒ.ɹɪk.(ə.)li/,kaikki_no_count,
catholic,catholic,1,2,other,/ˈkæθlɪk/,,/ˈkæ.θ(ə.)lɪk/; /ˈkɑː.θ(ə.)lɪk/,kaikki_no_count,
catholicism,cat-ho-li-cism,4,5,suffix_ism,/kəˈθɔləˌsɪzəm/,,/kəˈθɔləsɪzm/,kaikki_no_count,
cds,cds,1,2,other,/ˌsiːˈdiːz/,,,kaikki_missing,
celsius,cel-sius,2,3,other,/ˈsɛlsiəs/,,,kaikki_no_count,
cenozoic,ce-no-zoic,3,4,other,/ˌsiːnəˈzoʊɪk/,,,kaikki_missing,
certificates,cer-tifi-cates,3,4,other,/sɚˈtɪfɪkəts/,,,kaikki_no_count,
championship,cham-pi-onship,3,4,other,/ˈtʃæmpiənˌʃɪp/,,/ˈtʃæm.pi.ən.ʃɪp/,kaikki_no_count,
championships,cham-pi-onships,3,4,other,/ˈtʃæmpiənˌʃɪps/,,/ˈt͡ʃæmpi.ənʃɪps/,kaikki_no_count,
chaos,chaos,1,2,other,/ˈkeɪɑs/,,/ˈkeɪɒs/; /ˈkeɪˌɑs/; /ˈkæɪ.ɔs/; [ˈkæɪ.ɔ̟s]; /ˈkeɔs/,kaikki_no_count,
chaotic,chaot-ic,2,3,other,/keɪˈɑtɪk/,,/keɪˈɒtɪk/; /keɪˈɑtɪk/; [keɪˈɑɾɪk]; [keɪˈɒɾɪk]; /kæɪˈɔtɪk/; [kæɪˈɔɾɪk]; /kæɪˈɒtək/; [kæɪˈɔ̟ɾək],kaikki_no_count,
chasm,chasm,1,2,other,/ˈkæzəm/,,/ˈkæzəm/; /t͡ʃæzəm/,kaikki_no_count,
chauvinism,chau-vin-ism,3,4,suffix_ism,/ˈʃoʊvəˌnɪzəm/,,/ˈʃəʊ.vɪ.nɪ.zəm/; /ˈʃoʊ.vɪˌnɪzəm/; /ˈʃəʊ.və.nɪ.zəm/,kaikki_no_count,
chemically,chem-i-cal-ly,4,3,adverb_ically_ally,/ˈkɛməkli/,,/ˈkɛm.ɪ.kli/,kaikki_no_count,
choir,choir,1,2,other,/ˈkwaɪɚ/,,/kwaɪə(ɹ)/; /kwɑə(ɹ)~ kwɑː(ɹ)/; /kwaɪɚ/; /kʰwajr/; /kʰɔjr/,kaikki_no_count,
choreograph,chore-o-graph,3,4,other,/ˈkɔɹiəˌɡɹæf/,,/ˈkɒɹiəɡɹɑːf/; /ˈkɒɹiəɡɹæf/; /ˈkɔɹjəɡɹæf/,kaikki_no_count,
choreographer,chore-og-ra-pher,4,5,other,/ˌkɔɹiˈɑɡɹəfɚ/,,,kaikki_no_count,
choreography,chore-og-ra-phy,4,5,other,/ˌkɔɹiˈɑɡɹəfi/,,/ˌkɔɹiˈɑɡɹəfi/; /ˌkɒɹiˈɒɡɹəfi/,kaikki_no_count,
circumference,cir-cum-fer-ence,4,3,other,/ˌsɝˈkʌmfɹəns/,,/sɜːˈkʌmfɹəns/; /səˈkʌmfɹəns/; /sɚˈkʌmfɹəns/; /səˈkamfɹəns/,kaikki_no_count,
classicism,clas-si-cism,3,4,suffix_ism,/ˈklæsɪˌsɪzəm/,,,kaikki_no_count,
cnet,cnet,1,2,other,/ˈsiːˌnɛt/,,,kaikki_missing,
colonel,colonel,1,2,other,/ˈkɝnəl/,,/ˈkɜː.nl̩/; [ˈkɜː.nl̩]; /ˈkɝ.nl̩/; [ˈkɝ.nl̩],kaikki_no_count,
colorfully,col-or-ful-ly,4,3,other,/ˈkʌlɚfli/,,,kaikki_no_count,
colosseum,colos-se-um,3,4,other,/ˌkɑləˈsiːəm/,,/ˌkɒ.ləˈsiː.əm/,kaikki_no_count,
communism,com-mu-nism,3,4,suffix_ism,/ˈkɑmjəˌnɪzəm/,,[ˈkɒm.ju.nɪ.zm̩]; [ˈkɑ.mju.nɪ.zm̩]; [ˈkɑ.mjə.nɪ.zm̩]; [ˈkɔm.jə.nɪ.zm̩],kaikki_no_count,
compendium,com-pen-dium,3,4,vowel_sequence_suffix,/kəmˈpɛndiəm/,,/kəmˈpɛn.di.əm/,kaikki_no_count,
conferencing,con-fer-enc-ing,4,3,other,/ˈkɑnfɹənsɪŋ/,,,kaikki_no_count,
conservatism,con-ser-va-tism,4,5,suffix_ism,/kənˈsɝvəˌtɪzəm/,,/kənˈsɜːvətɪzəm/; /kənˈsɝvətɪzəm/; /kənˈsøːvətəzəm/,kaikki_no_count,
constituency,cons-ti-tuen-cy,4,5,other,/kənˈstɪtʃuənsi/,,/kənˈstɪt͡ʃu.ənsi/; /kənˈstɪtju.ənsi/,kaikki_no_count,
constituent,cons-ti-tuent,3,4,other,/kənˈstɪtʃuənt/,,/kənˈstɪtjuənt/; /kənˈstɪt͡ʃuənt/,kaikki_no_count,
contemptuously,con-temp-tu-ous-ly,5,4,other,/kənˈtɛmptʃwəsli/,,/kənˈtɛmp.tʃu.əs.li/; /kənˈtɛmp.tju.əs.li/; /kənˈtɛmp.t͡ʃu.əs.li/,kaikki_no_count,
continuity,con-ti-nu-ity,4,5,suffix_ity_ety,/ˌkɑntəˈnuːəti/,,/ˌkɒn.tɪˈnjuː.ɪ.ti/; /ˌkɑn.tɪˈn(j)u.ə.ti/; [ˌkɑn.tɪˈn(j)u.ə.ɾi]; [ˌkɑn.tn̩ˈ(j)u.ə.ɾi]; [ˌkɑn.ʔn̩ˈ(j)u.ə.ɾi]; /ˌkɒn.tɪˈnɪu̯.ɪ.ti/,kaikki_no_count,
copying,copy-ing,2,3,other,/ˈkɑpiɪŋ/,,/ˈkɑpiɪŋ/; /ˈkɒpiɪŋ/,kaikki_no_count,
courier,couri-er,2,3,other,/ˈkɝiɚ/,,/ˈkʊ.ɹi.ə/; /ˈkʊɹ.i.ɚ/; /ˈkɝ.i.ɚ/; /ˈkʉː.ɹi.əɹ/; /ˈkɵrɪjə(r)/; /ˈkʊrɪjə(r)/,kaikki_no_count,
creativity,cre-ativ-i-ty,4,5,suffix_ity_ety,/ˌkɹiːeɪˈtɪvəti/,,/kri.eɪˈtɪv.ᵻ.ti/; /kri.əˈtɪv.ᵻ.ti/; [-ɾi],kaikki_no_count,
creator,cre-ator,2,3,other,/kɹiˈeɪtɚ/,,/kɹiːˈeɪ̯təː/; [kʰɹʷɪi̯ˈeɪ̯tʰəː]; /kɹiːˈæ̝ɪ̯təː/; [kʰɹʷɪi̯ˈæ̝ɪ̯tʰəː]; /kɹiːˈæ̝ɪ̯ɾəː/; [kʰɹʷɪi̯ˈæ̝ɪ̯ɾəː]; /kɹiˈeɪtɚ/; [kʰɹʷɪi̯ˈeɪ̯tʰɚ] ~ [kʰɹʷɪi̯ˈeɪ̯tʰɹ̩]; /kɹiˈeɪɾɚ/; [kʰɹʷɪi̯ˈeɪ̯ɾɚ] ~ [kʰɹʷɪi̯ˈeɪ̯ɾɹ̩],kaikki_no_count,
criticism,crit-i-cism,3,4,suffix_ism,/ˈkɹɪtɪˌsɪzəm/,,/ˈkɹɪtɪsɪzm̩/,kaikki_no_count,
croatia,croat-ia,2,3,vowel_sequence_suffix,/kɹoʊˈeɪʃə/,,,kaikki_missing,
cronyism,crony-ism,2,4,suffix_ism,/ˈkɹoʊniˌɪzəm/,,/ˈkɹəʊnɪɪz(ə)m/; /ˈkɹoʊniˌɪzəm/,kaikki_no_count,
cubism,cu-bism,2,3,suffix_ism,/ˈkjuːbɪzəm/,,/ˈkjuː.bɪz.əm/,kaikki_no_count,
cuneiform,cu-nei-form,3,4,other,/ˈkjuːniəˌfɔɹm/,,/ˈkjuː.nɪ.fɔːm/; /ˈkjuː.ni.ɪ.fɔːm/; /kjʊˈneɪ.ɪ.fɔːm/; /kjuˈni.ə.fɔɹm/; /ˈkju.nɪ.fɔɹm/; /kjuˈneɪ.ɪ.fɔɹm/,kaikki_no_count,
cyan,cyan,1,2,other,/saɪˈæn/,,/ˈsaɪˌæn/; /ˈsaɪ.ən/; /saɪˈæn/; /sʌɪˈæn/; [ˈsəjan]; [səjˈan],kaikki_no_count,
cynicism,cyn-i-cism,3,4,suffix_ism,/ˈsɪnɪˌsɪzəm/,,/ˈsɪn.ɪˌsɪzəm/,kaikki_no_count,
darwinism,dar-win-ism,3,4,suffix_ism,/ˈdɑɹwɪˌnɪzəm/,,,kaikki_no_count,
decades,decades,1,2,other,/ˈdekeɪdz/,,/ˈdɛkeɪdz/,kaikki_no_count,
decorative,dec-o-ra-tive,4,3,other,/ˈdɛkɹətɪv/,,/ˈdɛk.ə.ɹə.tɪv/; /ˈdɛk.ɹə.tɪv/; [ˈdɛk.ə.ɹə.ɾɪv]; [ˈdɛk.ɹə.ɾɪv]; /ˈdek.ə.ɹə.tɪv/,kaikki_no_count,
definitively,de-fi-ni-ti-ve-ly,6,5,other,/dɪˈfɪnɪtɪvli/,,/dɪˈfɪnɪtɪvli/,kaikki_no_count,
deify,de-ify,2,3,other,/ˈdiːəˌfaɪ/,,/ˈdeɪ.ɪ.faɪ/; /ˈdiː.ɪ.faɪ/; /ˈdiː.ə.faɪ/; /ˈdeɪ.ə.faɪ/,kaikki_no_count,
deist,deist,1,2,other,/ˈdiːɪst/,,/ˈdeɪ.ɪst/; /ˈdiː.ɪst/,kaikki_no_count,
deity,de-ity,2,3,suffix_ity_ety,/ˈdiːəti/,,/ˈdiː.ɪ.ti/; /ˈdeɪ.ɪ.ti/; [ˈdeɪ̯-]; /ˈdi.ə.ti/; [ˈdi.ə.ɾi]; /ˈdeɪ.ə.ti/; [ˈdeɪ̯.ə.ɾi]; /ˈɖɛj(ɪ)ʈi/; [ˈdeː.ɪɾi]; [ˈdiː-]; [-tɪ]; [ˈdɪjɪɾɪj]; [ˈdæjɪɾɪj]; [-tɪj],kaikki_no_count,
delirium,delir-i-um,3,4,vowel_sequence_suffix,/dɪˈlɪɹiəm/,,/dɪˈlɪ.ɹi.əm/; /dɪˈlɪɹ.i.əm/,kaikki_no_count,
demographically,de-mo-graph-i-cal-ly,6,5,adverb_ically_ally,/ˌdɛməˈɡɹæfɪkli/,,/dɛməˈɡɹæfɪkli/,kaikki_no_count,
demonstrates,demon-strates,2,3,other,/ˈdɛmənˌstɹeɪts/,,,kaikki_no_count,
despotism,des-po-tism,3,4,suffix_ism,/ˈdɛspəˌtɪzəm/,,/ˈdɛspətɪzəm/,kaikki_no_count,
devour,de-vour,2,3,other,/dɪˈvaʊɚ/,,/dɪˈvaʊə(ɹ)/; /dɪˈvaʊɚ/,kaikki_no_count,
diabetes,di-a-betes,3,4,other,/ˌdaɪəˈbiːtiz/,,/ˌdaɪəˈbiːtiːz/; /ˌdaɪəˈbiːtɪs/; /ˌdaɪəˈbitiz/; [ˌdaɪəˈbiɾiz]; /ˌdaɪəˈbitɪs/; [ˌdaɪəˈbiɾɪs]; /ˌdɑɪəˈbiːtiːz/; /dajaˈbitis/,kaikki_no_count,
dialect,di-alect,2,3,other,/ˈdaɪəˌlɛkt/,,/ˈdaɪ.əˌlɛkt/,kaikki_no_count,
diamond,di-a-mond,3,2,other,/ˈdaɪmənd/,2,/ˈdaɪ.ə.mənd/; /ˈdaɪ.mənd/,kaikki_confirms_cmu_mismatch,
diamonds,di-a-monds,3,2,other,/ˈdaɪməndz/,,/ˈdaɪ(ə)məndz/,kaikki_no_count,
diana,di-ana,2,3,other,/daɪˈænə/,,,kaikki_missing,
diaphanous,diap-ha-nous,3,4,other,/daɪˈæfənɪs/,,/daɪˈæf.ən.əs/,kaikki_no_count,
diatomic,di-atom-ic,3,4,other,/ˌdaɪəˈtɑmɪk/,,/daɪəˈtɒmɪk/,kaikki_no_count,
discontinuity,dis-con-ti-nu-ity,5,6,suffix_ity_ety,/dɪˌskɑntɪˈnuːɪti/,,/ˌdɪs.kɒn.tɪˈnjuː.ɪ.ti/; /ˌdɪs.kɑn.tɪˈnu.ɪ.ti/; [ˌdɪs.kɑn.tɪˈnu.ɪ.ɾi]; /ˌdɪs.kɒn.tɪˈnu.ɪ.ti/; /ˌdɪs.kɔn.tɪˈnjʉː.ɪ.ti/,kaikki_no_count,
disheveled,di-sheveled,2,3,other,/dɪˈʃɛvəld/,,,kaikki_no_count,
disinterested,dis-in-ter-est-ed,5,4,other,/ˌdɪsˈɪntɹɛstɪd/,,/(ˌ)dɪsˈɪntɹɪstɪd/; /(ˌ)dɪsˈɪnt(ə)ɹɛstɪd/; /dɪsˈɪnt(ə)ɹəstəd/; /-ɾ(ə)ɹ-/,kaikki_no_count,
disobedient,dis-obe-di-ent,4,5,other,/dɪsəʊbˈiːdɪənt/,,/dɪs.əˈbiː.dɪənt/,kaikki_no_count,
disorient,dis-ori-ent,3,4,other,/dɪˈsɔɹiˌɛnt/,,/dɪsˈɔːɹi.ənt/,kaikki_no_count,
docile,docile,1,2,other,/ˈdɑsəl/,,/ˈdəʊ.saɪl/; /ˈdɑ.səl/; /ˈdɑ.saɪl/,kaikki_no_count,
domestically,do-mes-ti-cal-ly,5,4,adverb_ically_ally,/dəˈmɛstɪkli/,,,kaikki_no_count,
drastically,dras-ti-cal-ly,4,3,adverb_ically_ally,/ˈdɹæstɪkli/,,,kaikki_no_count,
drawer,draw-er,2,1,other,/ˈdɹɔɹ/,,/dɹɔː(ɹ)/; /dɹɔɹ/; /ˈdɹɔː.ə(ɹ)/; /ˈdɹɔːɹə(ɹ)/; /ˈdɹɔ.ɚ/; /ˈdɹɔɹɚ/; /ˈdɹɑ.ɚ/,kaikki_no_count,
duet,duet,1,2,other,/djuːˈɛt/,,/djuˈɛt/; /duˈɛt/,kaikki_no_count,
duo,duo,1,2,other,/ˈduːoʊ/,,/ˈdjuː.əʊ/; /ˈd͡ʒuː.əʊ/; /ˈdu.oʊ/; /ˈdju.oʊ/,kaikki_no_count,
dvds,dvds,1,3,other,/ˌdiːˌviːˈdiːz/,,,kaikki_missing,
dwarfism,dwar-fism,2,3,suffix_ism,/ˈdwɔɹfɪzəm/,,/ˈdwɔɹfɪzəm/; /ˈdwɔːfɪzəm/,kaikki_no_count,
dynamically,dy-nam-i-cal-ly,5,4,adverb_ically_ally,/daɪˈnæmɪˌkliː/,,,kaikki_no_count,
easygoing,easy-go-ing,3,4,other,/ˈiːziˈɡoʊɪŋ/,,,kaikki_no_count,
economically,e-co-nom-i-cal-ly,6,5,adverb_ically_ally,/iːkəˈnɔmɪkəlɪ/,,/ˌiː.kəˈnɒm.ɪ.kli/; /ˌɛk.əˈnɒm.ɪ.kli/; /ˌɛk.əˈnɑ.mɪ.kli/; /ˌi.kəˈnɑ.mɪ.kli/; /ˌek.əˈnɔm.ɪ.kli/; /ˌiː.kəˈnɔm.ɪ.kli/,kaikki_no_count,
ecstatically,ec-stat-i-cal-ly,5,4,adverb_ically_ally,/ɛkˈstætɪkli/,,,kaikki_no_count,
edinburgh,ed-in-burgh,3,4,other,/ˈɛdənbɚoʊ/,,,kaikki_missing,
egoism,e-go-ism,3,4,suffix_ism,/ˈiːɡoʊˌɪzəm/,,/ˈi.ɡoʊˌɪ.zəm/,kaikki_no_count,
egotism,e-go-tism,3,4,suffix_ism,/ˈiːɡəˌtɪzəm/,,,kaikki_no_count,
elaborately,e-lab-o-rate-ly,5,4,other,/ɪˈlæbɹətli/,,,kaikki_no_count,
elysium,ely-si-um,3,4,vowel_sequence_suffix,/ɪˈlɪziəm/,,,kaikki_missing,
emaciated,ema-ci-at-ed,4,5,other,/ɪˈmeɪʃiˌeɪtɪd/,,/əˈmeɪ.ʃi.eɪ.tɪd/; /-ˈmeɪ.si-/; /ɪˈmeɪ.siˌeɪ.tɪd/; /ə-/; /i-/; /-meɪ.ʃi-/,kaikki_no_count,
embolism,em-bo-lism,3,4,suffix_ism,/ˈɛmboʊˌlɪzəm/,,/ˈɛmbəlɪzəm/; [ˈɛmbɫ̩ɪzm̩],kaikki_no_count,
embryo,em-bryo,2,3,other,/ˈɛmbɹiˌoʊ/,,/ˈɛmbɹi.əʊ/; /ˈɛmbɹi.oʊ/,kaikki_no_count,
emirates,emi-rates,2,3,other,/əˈmɪrets/,,,kaikki_no_count,
emotionally,e-mo-tion-al-ly,5,4,adverb_ically_ally,/ɪmˈəʊʃənəlɪ/,,/ɪˈməʊʃənəli/; /ɪˈməʊʃənli/; /ɪˈmoʊʃənəli/; /iˈmoʊʃənəli/,kaikki_no_count,
empiricism,em-pi-ri-cism,4,5,suffix_ism,/ɛmˈpɪɹəˌsɪzəm/,,,kaikki_no_count,
emulsifier,emul-si-fi-er,4,5,other,/ɪˈmʌlsəˌfaɪɚ/,,/ˈɪi.mʌl.sɪf.aɪ.ə(ɹ)/; /əˈmʌl.sɪf.aɪ.ə(ɹ)/,kaikki_no_count,
encomium,en-comi-um,3,4,vowel_sequence_suffix,/ɛnˈkɔˌmɪəm/,,/ɛŋˈkəʊ.mɪ.əm/; /ɛnˈkoʊ.mɪ.əm/; /ɪnˈkoʊ.mɪ.əm/,kaikki_no_count,
energetically,en-er-get-i-cal-ly,6,5,adverb_ically_ally,/ˌɛnɚˈdʒɛtɪkli/,,,kaikki_no_count,
enthusiasm,en-thu-si-asm,4,5,other,/ɪnˈθuːziˌæzəm/,,/ɪnˈθuziæzəm/; /ɪnˈθjuːziæzm̩/; /-θɪu̯-/; /ɛn-/,kaikki_no_count,
enthusiastically,en-thu-si-as-ti-cal-ly,7,6,adverb_ically_ally,/ɪnˌθuːziˈæstɪkli/,,,kaikki_no_count,
entrepreneurial,en-tre-pre-neur-ial,5,6,other,/ˌɑntɹəpɹəˈnɝiəl/,,/ˌɒn.tɹə.pɹəˈnɜː.ɹi.əl/; /ˌɑn.tɹə.pɹəˈnɝ.i.əl/; /ˌɑn.tɹə.pɹəˈnʊɹ.i.əl/; /ˌɒn.tɹə.pɹəˈnɝ.i.əl/; /ˌɔn.tɹə.pɹəˈnɜː.ɹi.əl/,kaikki_no_count,
enviable,en-vi-able,3,4,suffix_able_ible,/ˈɛnviəbəl/,,/ˈɛn.vi.ə.bl̩/; /ˈɛn.vɪ.ə.b(ə)l/,kaikki_no_count,
eohippus,eo-hip-pus,3,4,other,/ˌiːoʊˈhɪpəs/,,/ˈiːəʊˌhɪpəs/,kaikki_no_count,
eon,eon,1,2,other,/ˈiːɒn/,,/ˈi.ɑn/; /ˈeɪ.ɑn/; /ˈiː.ɔn/; /ˈeɪ.ɔn/; /ˈiː.ən/,kaikki_no_count,
eos,eos,1,2,other,/ˈiːɑs/,,,kaikki_missing,
epilogue,epi-logue,2,3,other,/ˈɛpəˌlɔɡ/,,/ˈɛp.ɪ.lɒɡ/; /ˈɛpɪlɔɡ/; /ˈɛpɪlɑɡ/,kaikki_no_count,
episodes,e-pi-so-des,4,3,other,/ˈɛpɪsˌəʊdz/,,,kaikki_no_count,
etc,etc,1,4,other,/ˌɛtˈsɛtɚə/,,/ˌɛt ˈsɛt(ə)ɹə/,kaikki_no_count,
ethereal,ethe-re-al,3,4,other,/ɪˈθɪɹiəl/,,/ɪˈθɪə.ɹɪ.əl/; /ɪˈθɪɚ.i.əl/; /iˈθɪɚ.i.əl/; /iˈθɪə̯.ri.əl/; /əˈθɪə̯.ri.əl/,kaikki_no_count,
ethiopia,et-hio-pia,3,5,vowel_sequence_suffix,/ˌiːθiˈoʊpiə/,,,kaikki_missing,
euphony,e-u-pho-ny,4,3,other,/ˈjuːfəni/,,/ˈjuːfəni/,kaikki_no_count,
evening,evening,1,2,other,/ˈiːvnɪŋ/,,/ˈiːv.nɪŋ/; /ˈiv.nɪŋ/; /ˈiːvənɪŋ/,kaikki_no_count,
eventual,even-tu-al,3,4,other,/ɪvˈɛntʃuːəl/,,/ɪˈvɛn.(t)ʃʊ.əl/; /ɪˈvɛn.(t)ʃ.əl/; /ə-/; /ɪˈvɛn.t͡ʃu.əl/; /ɪˈvɛn.t͡ʃəl/,kaikki_no_count,
eventuality,even-tu-al-i-ty,5,6,suffix_ity_ety,/ɪˌventʃuˈælɪtɪ/,,/ɪˌvɛntjuˈælɪti/; /ɪˌvɛnt͡ʃuˈælɪti/,kaikki_no_count,
excellency,ex-cel-len-cy,4,3,other,/ˈɛkˈslɛnsi/,,/ˈɛk.sə.lən.si/,kaikki_no_count,
exorcism,ex-or-cism,3,4,suffix_ism,/ˈɛksɚˌsɪzəm/,,/ˈɛk.sɔː.sɪ.zəm/; /ˈɛk.sɔɹˌsɪ.zəm/; /ˈɛk.sɚˌsɪ.zəm/,kaikki_no_count,
experiences,ex-pe-ri-ences,4,5,other,/ɪkˈspɪɹiənsɪz/,,/ɪkˈspɪɹ.i.ən.sɪz/; /ɪkˈspɪə.ɹɪən.sɪz/,kaikki_no_count,
facelift,facelift,1,2,other,/ˈfeɪˌslɪft/,,/ˈfeɪsˌlɪft/,kaikki_no_count,
facile,facile,1,2,other,/ˈfæsəl/,,/ˈfæs.aɪl/; /ˈfæs.əl/; [ˈfæs.ɫ̩]; /ˈfä.sʌɪl/,kaikki_no_count,
fanaticism,fa-na-ti-cism,4,5,suffix_ism,/fəˈnætəˌsɪzəm/,5,/fəˈnæt.ɪ.sɪ.zəm/; /fəˈnæɾ.ɪ.sɪ.zm̩/,kaikki_confirms_cmu_mismatch,
fancier,fanci-er,2,3,other,/ˈfænsiɚ/,,,kaikki_no_count,
farewell,farewell,1,2,other,/ˌfɛɹˈwɛl/,,/fɛəˈwɛl/; /fɛɹˈwɛl/; /feːˈwel/; /ˈfeəˈwel/; /ˈfiəˈwel/; /ˈfeɹˈwɛl/; /ˈfɜː(ɹ)ˈwɛl/; /fɑːɹˈwɛl/; /fæɹˈwɛl/,kaikki_no_count,
fascism,fas-cism,2,3,suffix_ism,/ˈfæˌʃɪzəm/,,/ˈfæʃɪz(ə)m/; /faˈsiz(ə)m/; /faˈsis(ə)m/,kaikki_no_count,
fatalism,fa-tal-ism,3,4,suffix_ism,/ˈfeɪtəˌlɪzəm/,,,kaikki_no_count,
favoritism,fa-vo-ri-tism,4,5,suffix_ism,/ˈfeɪvɚɪˌtɪzəm/,,,kaikki_no_count,
feb,feb,1,4,other,/ˈfɛbjəˌwɛɹi/,,,kaikki_missing,
february,feb-ru-ary,3,4,other,/ˈfɛbɹuːəɹɪ/,,,kaikki_missing,
feminism,fem-i-nism,3,4,suffix_ism,/ˈfɛmɪˌnɪzəm/,,/ˈfɛmɪnɪz(ə)m/,kaikki_no_count,
feudalism,feu-dal-ism,3,4,suffix_ism,/ˈfjuːdəˌlɪzəm/,,/ˈfju.də.lɪ.zəm/; [ˈfju.də.lɪ.zm̩],kaikki_no_count,
filial,fil-ial,2,3,other,/ˈfɪliəl/,,/ˈfɪl.i.əl/; /ˈfɪl.jəl/; /ˈfi.li.əl/,kaikki_no_count,
flickr,flickr,1,2,other,/ˈflɪkɚ/,,,kaikki_missing,
fluorescent,flu-o-res-cent,4,3,other,/flʊəɹˈɛsənt/,,/ˌflʊəˈɹɛsənt/; /flɔˈɹɛsənt/,kaikki_no_count,
forego,forego,1,2,other,/fɔɹˈɡoʊ/,,/fɔɹˈɡoʊ/; /fɔːˈɡəʊ/,kaikki_no_count,
foreseeable,fore-see-able,3,4,suffix_able_ible,/fɔɹˈsiːəbəl/,,,kaikki_no_count,
fortuitous,for-tu-itous,3,4,other,/fɔɹˈtuːɪtəs/,,/fɔːˈtjuː.ɪ.təs/; /fɔːˈt͡ʃuː.ɪ.təs/; /foɹˈt͡ʃu.ɪ.tɪs/; /foɹˈtu.ɪ.tɪs/; /-.ə.-/; /-ɾəs/; /foːˈt͡ʃʉː.ɘ.tɘs/; /fɘˈt͡ʃʉː.ɘ.tɘs/; /-tjʉː.ɘ.tɘs/,kaikki_no_count,
freudian,freudi-an,2,3,vowel_sequence_suffix,/ˈfɹuːdiən/,,,kaikki_no_count,
fs,fs,1,0/2,other,/ˌɛfˈɛs/,,,kaikki_no_count,
