word,subtype,phonetic,phonetic_uk,phonetic_us,conflict_dialects,source_variants,uk_candidate_count,us_candidate_count
statistically,no_safe_variant,/stɐtˈɪstɪklɪ/,,,us,us,0,2
financially,no_safe_variant,/faɪnˈanʃəlɪ/,,,us,us,0,3
jam,has_us_only_but_conflict,/ˈdʒæm/,,/ˈdʒæm/,uk,uk,12,1
rigid,has_uk_only_but_conflict,/ˈɹɪdʒɪd/,/ˈɹɪd͡ʒɪd/,,us,us,2,2
separately,no_safe_variant,/ˈsɛpɹətlɪ/,,,us,us,0,2
gospel,has_uk_only_but_conflict,/ˈɡɒspəl/,/ˈɡɒspəl/,,us,us,2,2
waiter,has_us_only_but_conflict,/ˈweɪtɚ/,,/ˈweɪtɚ/,uk,uk,4,1
gorgeous,has_us_only_but_conflict,/ˈɡɔɹdʒəs/,,/ˈɡɔɹdʒəs/,uk,uk,2,1
shatter,has_us_only_but_conflict,/ˈʃætɚ/,,/ˈʃætɚ/,uk,uk,4,1
trophy,has_us_only_but_conflict,/ˈtɹoʊfi/,,/ˈtɹoʊfi/,uk,uk,4,1
environmentalist,no_safe_variant,/ɛnvˌaɪɹənmˈɛntəlˌɪst/,,,us,us,0,2
clarity,no_safe_variant,/ˈklærətɪ/,,,uk|us,uk|us,2,2
handling,no_safe_variant,/ˈhændlɪŋ/,,,us,us,0,2
theirs,has_us_only_but_conflict,/ˈðɛɹz/,,/ˈðɛɹz/,uk,uk,2,1
restraint,no_safe_variant,/ɹɪstɹˈeɪnt/,,,us,us,0,2
revival,no_safe_variant,/ɹɪvˈaɪvəl/,,,us,us,0,2
discard,has_us_only_but_conflict,/dɪˈskɑɹd/,,/dɪˈskɑɹd/,uk,uk,3,1
rehearsal,has_uk_only_but_conflict,/ɹɪhˈɜːsəl/,/ɹɪˈhɜːsl̩/,,us,us,1,2
resulting,no_safe_variant,/rɪˈzʌltɪŋ/,,,us,us,0,2
systematic,has_us_only_but_conflict,/ˌsɪstəˈmætɪk/,,/ˌsɪstəˈmætɪk/,uk,uk,4,1
unnecessary,has_us_only_but_conflict,/ənˈnɛsəˌsɛɹi/,,/ənˈnɛsəˌsɛɹi/,uk,uk,2,1
evolutionary,no_safe_variant,/ɪvəlˈuːʃənəɹɪ/,,,us,us,0,4
explosive,has_us_only_but_conflict,/ɪkˈsploʊsɪv/,,/ɪkˈsploʊsɪv/,uk,uk,4,1
transplant,has_us_only_but_conflict,/tɹænˈsplænt/,,/tɹænˈsplænt/,uk,uk,4,1
subway,has_us_only_but_conflict,/ˈsʌbˌweɪ/,,/ˈsʌbˌweɪ/,uk,uk,4,1
prescribe,no_safe_variant,/pɹɪskɹˈaɪb/,,,us,us,0,2
elected,no_safe_variant,/ɪlˈɛktɪd/,,,us,us,0,2
frog,has_us_only_but_conflict,/ˈfɹɑɡ/,,/ˈfɹɑɡ/,uk,uk,14,1
shaft,has_us_only_but_conflict,/ˈʃæft/,,/ˈʃæft/,uk,uk,6,1
proceedings,no_safe_variant,/pɹəsˈiːdɪŋz/,,,uk|us,uk|us,4,2
confirmation,has_us_only_but_conflict,/ˌkɑnfɚˈmeɪʃən/,,/ˌkɑnfɚˈmeɪʃən/,uk,uk,2,1
orchestra,has_us_only_but_conflict,/ˈɔɹkəstɹə/,,/ˈɔɹkəstɹə/,uk,uk,2,1
strand,has_us_only_but_conflict,/ˈstɹænd/,,/ˈstɹænd/,uk,uk,8,1
sixteen,no_safe_variant,/ˈsɪkstiːn/,,,uk|us,uk|us,2,2
hut,has_us_only_but_conflict,/ˈhʌt/,,/ˈhʌt/,uk,uk,6,1
countryside,has_us_only_but_conflict,/ˈkʌntɹiˌsaɪd/,,/ˈkʌntɹiˌsaɪd/,uk,uk,3,1
remains,no_safe_variant,/ɹɪmˈeɪnz/,,,us,us,0,2
desirable,no_safe_variant,/dɪzˈaɪəɹəbəl/,,,us,us,0,2
disrupt,has_us_only_but_conflict,/dɪsˈɹʌpt/,,/dɪsˈɹʌpt/,uk,uk,6,1
fortunate,no_safe_variant,/ˈfɔːtʃənət/,,,uk|us,uk|us,2,2
erupt,no_safe_variant,/ɪˈrʌpt/,,,us,us,0,2
nationally,no_safe_variant,/ˈnæʃənəlɪ/,,,us,us,0,2
caution,no_safe_variant,/ˈkɔːʃən/,,,us,us,0,2
empirical,has_us_only_but_conflict,/ˌɛmˈpɪɹɪkəl/,,/ˌɛmˈpɪɹɪkəl/,uk,uk,4,1
reside,no_safe_variant,/ɹɪsˈaɪd/,,,us,us,0,2
endangered,no_safe_variant,/ɛndˈeɪndʒəd/,,,us,us,0,2
sour,has_uk_only_but_conflict,/ˈsaʊə/,/ˈsaʊə/,,us,us,3,2
revive,no_safe_variant,/ɹɪvˈaɪv/,,,us,us,0,2
exile,no_safe_variant,/ˈɛɡzaɪl/,,,uk|us,uk|us,4,2
torture,has_us_only_but_conflict,/ˈtɔɹtʃɚ/,,/ˈtɔɹtʃɚ/,uk,uk,4,1
humanitarian,has_uk_only_but_conflict,/hjuːˌmænɪˈteərɪən/,/hjʊˌmænɪˈtɛːɹɪən/,,us,us,2,2
halt,has_us_only_but_conflict,/ˈhɔlt/,,/ˈhɔlt/,uk,uk,12,1
correlate,no_safe_variant,/ˈkɒɹɪlˌeɪt/,,,uk|us,uk|us,2,2
juvenile,has_uk_only_but_conflict,/ˈdʒuːvənˌaɪl/,/ˈd͡ʒuːvənaɪl/,,us,us,2,2
classmate,has_us_only_but_conflict,/ˈklæˌsmeɪt/,,/ˈklæˌsmeɪt/,uk,uk,2,1
designate,has_uk_only_but_conflict,/ˈdɛzɪɡnˌeɪt/,/ˈdɛzɪɡneɪt/,,us,uk|us,3,2
delegate,no_safe_variant,/ˈdɛlɪɡˌeɪt/,,,uk|us,uk|us,2,2
pesticide,has_us_only_but_conflict,/ˈpɛstəˌsaɪd/,,/ˈpɛstəˌsaɪd/,uk,uk,2,1
ensemble,has_us_only_but_conflict,/ɑnˈsɑmbəl/,,/ɑnˈsɑmbəl/,uk,uk,6,1
hierarchy,no_safe_variant,/ˈhaɪərɑːkɪ/,,,us,us,0,2
imagery,no_safe_variant,/ˈɪmɪdʒɹɪ/,,,us,us,0,2
supplement,has_uk_only_but_conflict,/ˈsʌplɪmənt/,/ˈsʌplɪmənt/,,us,us,2,2
positively,has_us_only_but_conflict,/ˈpɑzətɪvli/,,/ˈpɑzətɪvli/,uk,uk,2,1
biblical,no_safe_variant,/ˈbɪblɪkəl/,,,us,us,0,2
expenditure,no_safe_variant,/ɛkspˈɛndɪtʃə/,,,uk|us,uk|us,2,2
parliament,has_us_only_but_conflict,/ˈpɑɹləmənt/,,/ˈpɑɹləmənt/,uk,uk,2,1
loving,has_us_only_but_conflict,/ˈlʌvɪŋ/,,/ˈlʌvɪŋ/,uk,uk,9,1
geography,has_us_only_but_conflict,/dʒiˈɑɡɹəfi/,,/dʒiˈɑɡɹəfi/,uk,uk,2,1
literacy,has_us_only_but_conflict,/ˈlɪtɚəsi/,,/ˈlɪtɚəsi/,uk,uk,2,1
remarkably,has_uk_only_but_conflict,/rɪˈmɑːkəblɪ/,/ɹɪˈmɑːkəbli/,,us,us,1,2
goodness,no_safe_variant,/ˈɡʊdnəs/,,,us,us,0,2
poorly,has_us_only_but_conflict,/ˈpuːɹli/,,/ˈpuːɹli/,uk,uk,4,1
manufacture,has_us_only_but_conflict,/ˌmænjəˈfæktʃɚ/,,/ˌmænjəˈfæktʃɚ/,uk,uk,6,1
mature,has_uk_only_but_conflict,/mətʃˈʊə/,/mət͡ʃoː/,,us,us,2,2
bass,no_safe_variant,/bæs/,,,us,us,0,2
advertise,has_us_only_but_conflict,/ˈædvɚˌtaɪz/,,/ˈædvɚˌtaɪz/,uk,uk,2,1
purely,has_us_only_but_conflict,/ˈpjʊɹli/,,/ˈpjʊɹli/,uk,uk,4,1
satisfied,no_safe_variant,/ˈsætɪsfaɪəd/,,,us,us,0,2
rug,has_us_only_but_conflict,/ˈɹʌɡ/,,/ˈɹʌɡ/,uk,uk,6,1
dull,has_us_only_but_conflict,/ˈdʌl/,,/ˈdʌl/,uk,uk,4,1
electoral,has_us_only_but_conflict,/ɪˈlɛktɚəl/,,/ɪˈlɛktɚəl/,uk,uk,3,1
creator,has_us_only_but_conflict,/kɹiˈeɪtɚ/,,/kɹiˈeɪtɚ/,uk,uk,2,1
antibiotic,no_safe_variant,/ˌæntɪbaɪˈɒtɪk/,,,uk|us,uk|us,4,2
learner,has_us_only_but_conflict,/ˈlɝnɚ/,,/ˈlɝnɚ/,uk,uk,2,1
monetary,has_us_only_but_conflict,/ˈmɑnəˌtɛɹi/,,/ˈmɑnəˌtɛɹi/,uk,uk,2,1
medieval,no_safe_variant,/ˈmɛdɪˌiːvəl/,,,uk|us,uk|us,6,3
bang,has_us_only_but_conflict,/ˈbæŋ/,,/ˈbæŋ/,uk,uk,25,1
gambling,no_safe_variant,/ˈgæmblɪŋ/,,,us,us,0,2
neglect,no_safe_variant,/nɪɡlˈɛkt/,,,us,us,0,2
clarify,has_us_only_but_conflict,/ˈklɛɹəˌfaɪ/,,/ˈklɛɹəˌfaɪ/,uk,uk,2,1
latino,no_safe_variant,/lɑtˈiːnoʊ/,,,us,us,0,2
hover,has_us_only_but_conflict,/ˈhʌvɚ/,,/ˈhʌvɚ/,uk,uk,4,1
compensate,has_us_only_but_conflict,/ˈkɑmpənˌseɪt/,,/ˈkɑmpənˌseɪt/,uk,uk,2,1
variance,has_us_only_but_conflict,/ˈvɛɹiəns/,,/ˈvɛɹiəns/,uk,uk,2,1
evoke,has_uk_only_but_conflict,/ɪvˈəʊk/,/ɪˈvəʊk/,,us,us,1,2
sheriff,no_safe_variant,/ˈʃɛɹɪf/,,,us,us,0,2
inadequate,no_safe_variant,/ɪnˈædɪkwət/,,,us,us,0,2
tenure,has_us_only_but_conflict,/ˈtɛnjɚ/,,/ˈtɛnjɚ/,uk,uk,4,1
rejection,no_safe_variant,/ɹɪdʒˈɛkʃən/,,,us,us,0,2
authentic,has_uk_only_but_conflict,/ɔːθˈɛntɪk/,/ɒˈθɛntɪk/,,us,us,1,4
militia,no_safe_variant,/məlˈɪʃə/,,,us,us,0,2
legendary,has_us_only_but_conflict,/ˈlɛdʒənˌdɛɹi/,,/ˈlɛdʒənˌdɛɹi/,uk,uk,4,1
awkward,has_uk_only_but_conflict,/ˈɔːkwəd/,/ˈɔːkwəd/,,us,us,2,2
reproduce,has_us_only_but_conflict,/ˌɹiːpɹəˈduːs/,,/ˌɹiːpɹəˈduːs/,uk,uk,2,1
critique,has_uk_only_but_conflict,/kɹɪtˈiːk/,/kɹɪˈtiːk/,,us,us,2,2
interactive,has_uk_only_but_conflict,/ˌɪntərˈæktɪv/,/ˌɪntəˈɹæktɪv/,,us,us,2,2
extract,no_safe_variant,/ɪkˈstrækt/,,,us,us,0,2
unfortunate,no_safe_variant,/ˌʌnˈfɒːtʃənɪt/,,,uk|us,uk|us,4,2
brass,has_us_only_but_conflict,/ˈbɹæs/,,/ˈbɹæs/,uk,uk,12,1
scrutiny,has_us_only_but_conflict,/ˈskɹuːtəni/,,/ˈskɹuːtəni/,uk,uk,4,1
skeptical,no_safe_variant,/ˈskɛptɪkəl/,,,us,us,0,2
bargain,has_uk_only_but_conflict,/ˈbɑːgɪn/,/ˈbɑːɡən/,,us,us,2,2
devise,no_safe_variant,/dɪvˈaɪz/,,,us,us,0,2
nominate,no_safe_variant,/ˈnɒmɪnˌeɪt/,,,uk|us,uk|us,6,2
bizarre,no_safe_variant,/bɪˈzɑː/,,,us,us,0,2
retrieve,no_safe_variant,/ɹɪtɹˈiːv/,,,us,us,0,2
entertain,has_uk_only_but_conflict,/ˌɛntətˈeɪn/,/ˌɛntəˈteɪn/,,us,us,2,2
beloved,no_safe_variant,/bɪˈlʌvd/,,,uk|us,uk|us,6,2
plaintiff,no_safe_variant,/ˈpleɪntɪf/,,,us,us,0,2
stereotype,no_safe_variant,/ˈstɛɹɪˌəʊtaɪp/,,,uk|us,uk|us,6,2
dictate,no_safe_variant,/dɪktˈeɪt/,,,us,us,0,2
accelerate,has_us_only_but_conflict,/ækˈsɛlɚˌeɪt/,,/ækˈsɛlɚˌeɪt/,uk,uk,6,1
inherent,no_safe_variant,/ɪnhˈɪəɹənt/,,,us,us,0,2
epidemic,no_safe_variant,/ˌɛpɪdˈɛmɪk/,,,us,us,0,2
fog,has_uk_only_but_conflict,/ˈfɒɡ/,/fɒɡ/,,us,us,5,2
dock,has_us_only_but_conflict,/ˈdɑk/,,/ˈdɑk/,uk,uk,12,1
bolt,has_us_only_but_conflict,/ˈboʊlt/,,/ˈboʊlt/,uk,uk,15,1
timber,has_us_only_but_conflict,/ˈtɪmbɚ/,,/ˈtɪmbɚ/,uk,uk,6,1
twentieth,no_safe_variant,/ˈtwɛntɪəθ/,,,uk|us,uk|us,4,4
foreigner,no_safe_variant,/ˈfɒɹənə/,,,us,us,0,4
zero,no_safe_variant,/ˈzɪəɹəʊ/,,,uk|us,uk|us,10,2
economically,no_safe_variant,/iːkəˈnɔmɪkəlɪ/,,,uk|us,uk|us,2,2
honestly,has_uk_only_but_conflict,/ˈɒnɪstlɪ/,/ˈɒnɪstli/,,us,us,2,2
bride,has_us_only_but_conflict,/ˈbɹaɪd/,,/ˈbɹaɪd/,uk,uk,6,1
accusation,no_safe_variant,/ækjuːˈzeɪʃən/,,,us,us,0,2
soften,has_uk_only_but_conflict,/ˈsɒfən/,/ˈsɒfən/,,us,us,1,2
articulate,no_safe_variant,/ɑːˈtɪkjulɪt/,,,us,us,0,2
electronics,has_us_only_but_conflict,/ˌɪˌlɛkˈtɹɑnɪks/,,/ˌɪˌlɛkˈtɹɑnɪks/,uk,uk,2,1
transit,has_us_only_but_conflict,/ˈtɹænzɪt/,,/ˈtɹænzɪt/,uk,uk,6,1
importantly,has_us_only_but_conflict,/ˌɪmˈpɔɹtəntli/,,/ˌɪmˈpɔɹtəntli/,uk,uk,3,1
coordinate,no_safe_variant,/kəʊˈɔːdɪnət/,,,uk|us,uk|us,6,2
arrow,has_uk_only_but_conflict,/ˈærəʊ/,/ˈæɹəʊ̯/,,us,us,6,2
magnetic,has_us_only_but_conflict,/mæɡˈnɛtɪk/,,/mæɡˈnɛtɪk/,uk,uk,2,1
trauma,has_us_only_but_conflict,/ˈtɹɔmə/,,/ˈtɹɔmə/,uk,uk,2,1
marble,has_us_only_but_conflict,/ˈmɑɹbəl/,,/ˈmɑɹbəl/,uk,uk,6,1
bucket,no_safe_variant,/ˈbʌkɪt/,,,uk|us,uk|us,4,2
overwhelm,has_uk_only_but_conflict,/ˌəʊvəwˈɛlm/,/ˌəʊvəˈwɛlm/,,us,us,2,2
update,no_safe_variant,/ʌpˈdeɪt/,,,us,us,0,2
integrated,no_safe_variant,/ˈɪntɪɡɹˌeɪtɪd/,,,us,us,0,4
accountability,has_uk_only_but_conflict,/ɐkˌaʊntəbˈɪlɪtɪ/,/əˌkaʊntəˈbɪləti/,,us,us,1,2
rehabilitation,no_safe_variant,/ɹɪhˌabɪlɪtˈeɪʃən/,,,us,us,0,2
rubber,has_us_only_but_conflict,/ˈɹʌbɚ/,,/ˈɹʌbɚ/,uk,uk,8,1
favorable,no_safe_variant,/ˈfeɪvəɹəbəl/,,,us,us,0,2
molecule,has_us_only_but_conflict,/ˈmɑləˌkjuːl/,,/ˈmɑləˌkjuːl/,uk,uk,2,1
sofa,has_us_only_but_conflict,/ˈsoʊfə/,,/ˈsoʊfə/,uk,uk,4,1
availability,has_uk_only_but_conflict,/ɐvˌeɪləbˈɪlɪtɪ/,/əˌveɪləˈbɪlɪti/,,us,us,1,2
cottage,has_uk_only_but_conflict,/ˈkɒtɪdʒ/,/ˈkɒtɪd͡ʒ/,,us,us,2,2
sexuality,has_us_only_but_conflict,/ˌsɛkʃuˈæləti/,,/ˌsɛkʃuˈæləti/,uk,uk,2,1
cruel,no_safe_variant,/ˈkɹuːəl/,,,us,us,0,2
graduation,has_uk_only_but_conflict,/ˌgrædʒuˈeɪʃən/,/ˌɡɹædjuˈeɪʃən/,,us,us,1,2
suitable,has_us_only_but_conflict,/ˈsuːtəbəl/,,/ˈsuːtəbəl/,uk,uk,2,1
prevail,has_uk_only_but_conflict,/pɹɪvˈeɪl/,/pɹɪˈveɪl/,,us,us,1,2
crowded,no_safe_variant,/ˈkɹaʊdɪd/,,,us,us,0,2
chemistry,no_safe_variant,/ˈkɛmɪstɹɪ/,,,us,us,0,2
regulator,has_us_only_but_conflict,/ˈɹɛɡjəˌleɪtɚ/,,/ˈɹɛɡjəˌleɪtɚ/,uk,uk,2,1
threshold,has_us_only_but_conflict,/ˈθɹɛˌʃoʊld/,,/ˈθɹɛˌʃoʊld/,uk,uk,3,1
tourism,has_us_only_but_conflict,/ˈtʊˌɹɪzəm/,,/ˈtʊˌɹɪzəm/,uk,uk,4,1
coming,has_us_only_but_conflict,/ˈkʌmɪŋ/,,/ˈkʌmɪŋ/,uk,uk,6,1
autonomy,has_uk_only_but_conflict,/ɔːtˈɒnəmɪ/,/ɔːˈtɒnəmi/,,us,us,1,2
forbid,has_uk_only_but_conflict,/fəbˈɪd/,/fəˈbɪd/,,us,us,2,2
impulse,no_safe_variant,/ˈɪmpʌls/,,,us,us,0,2
deposit,has_uk_only_but_conflict,/dɪpˈɒzɪt/,/dɪˈpɒzɪt/,,us,us,2,2
beard,has_us_only_but_conflict,/ˈbɪɹd/,,/ˈbɪɹd/,uk,uk,4,1
cruise,has_us_only_but_conflict,/ˈkɹuːz/,,/ˈkɹuːz/,uk,uk,6,1
goat,has_us_only_but_conflict,/ˈɡoʊt/,,/ˈɡoʊt/,uk,uk,8,1
butt,has_us_only_but_conflict,/ˈbʌt/,,/ˈbʌt/,uk,uk,18,1
similarity,has_us_only_but_conflict,/ˌsɪməˈlɛɹəti/,,/ˌsɪməˈlɛɹəti/,uk,uk,3,1
jurisdiction,no_safe_variant,/ˌdʒʊəɹɪsdˈɪkʃən/,,,uk|us,uk|us,2,2
emotionally,no_safe_variant,/ɪmˈəʊʃənəlɪ/,,,uk|us,uk|us,2,2
inevitably,has_us_only_but_conflict,/ˌɪˈnɛvətəbli/,,/ˌɪˈnɛvətəbli/,uk,uk,2,1
conscience,has_us_only_but_conflict,/ˈkɑnʃəns/,,/ˈkɑnʃəns/,uk,uk,2,1
transport,no_safe_variant,/trænsˈpɒːt/,,,uk|us,uk|us,4,2
comparable,no_safe_variant,/ˈkɒmpəɹəbəl/,,,us,us,0,3
triumph,has_us_only_but_conflict,/ˈtɹaɪəmf/,,/ˈtɹaɪəmf/,uk,uk,6,1
auction,has_uk_only_but_conflict,/ˈɔːkʃən/,/ˈɔːkʃən/,,us,us,2,2
chew,has_us_only_but_conflict,/ˈtʃuː/,,/ˈtʃuː/,uk,uk,4,1
elaborate,has_uk_only_but_conflict,/ɪˈlæbəreɪt/,/ɪˈlæbəɹeɪt/,,us,us,1,2
peanut,has_uk_only_but_conflict,/ˈpiːnʌt/,/ˈpiːnʌt/,,us,us,2,2
eligible,no_safe_variant,/ˈɛlɪdʒəbəl/,,,uk|us,uk|us,4,2
isolated,no_safe_variant,/ˈaɪsəlˌeɪtɪd/,,,us,us,0,2
toll,has_us_only_but_conflict,/ˈtoʊl/,,/ˈtoʊl/,uk,uk,14,1
wheelchair,no_safe_variant,/ˈwiːltʃeə/,,,us,us,0,2
carrot,has_uk_only_but_conflict,/ˈkærət/,/ˈkæɹət/,,us,us,2,2
regret,no_safe_variant,/ɹɪɡɹˈɛt/,,,us,us,0,2
deliberately,no_safe_variant,/dɪlˈɪbəɹətlɪ/,,,us,us,0,2
cemetery,no_safe_variant,/ˈsɛmɪtəɹɪ/,,,uk|us,uk|us,2,2
developmental,no_safe_variant,/dɪvˈɛləpmˈɛntəl/,,,us,us,0,2
mineral,no_safe_variant,/ˈmɪnəɹəl/,,,uk|us,uk|us,4,2
debris,has_us_only_but_conflict,/dəˈbɹiː/,,/dəˈbɹiː/,uk,uk,2,1
parish,has_uk_only_but_conflict,/ˈpærɪʃ/,/ˈpæɹɪʃ/,,us,us,3,2
mentor,no_safe_variant,/ˈmentɔː/,,,uk|us,uk|us,4,2
listener,no_safe_variant,/ˈlɪsənə/,,,uk|us,uk|us,2,2
monkey,has_us_only_but_conflict,/ˈmʌŋki/,,/ˈmʌŋki/,uk,uk,4,1
premise,has_us_only_but_conflict,/ˈpɹɛmɪs/,,/ˈpɹɛmɪs/,uk,uk,4,1
specialty,no_safe_variant,/ˈspɛʃəltɪ/,,,us,us,0,2
added,no_safe_variant,/ˈædɪd/,,,uk|us,uk|us,2,2
collar,has_us_only_but_conflict,/ˈkɑlɚ/,,/ˈkɑlɚ/,uk,uk,4,1
validity,no_safe_variant,/valˈɪdɪtɪ/,,,us,us,0,2
publicity,no_safe_variant,/pʌbˈlɪsɪtɪ/,,,us,us,0,2
sole,has_us_only_but_conflict,/ˈsoʊl/,,/ˈsoʊl/,uk,uk,12,1
sphere,has_us_only_but_conflict,/ˈsfɪɹ/,,/ˈsfɪɹ/,uk,uk,6,1
robot,no_safe_variant,/ˈɹəʊbɒt/,,,us,us,0,2
curiosity,has_us_only_but_conflict,/ˌkjʊɹiˈɑsəti/,,/ˌkjʊɹiˈɑsəti/,uk,uk,2,1
density,no_safe_variant,/ˈdɛnsɪtɪ/,,,uk|us,uk|us,2,2
hurricane,no_safe_variant,/ˈhʌɹɪkˌeɪn/,,,uk|us,uk|us,12,2
discount,no_safe_variant,/ˈdɪskaʊnt/,,,us,us,0,2
merit,has_us_only_but_conflict,/ˈmɛɹət/,,/ˈmɛɹət/,uk,uk,4,1
pasta,has_us_only_but_conflict,/ˈpɑstə/,,/ˈpɑstə/,uk,uk,9,1
unfair,no_safe_variant,/ˌʌnˈfeə/,,,us,us,0,3
marketplace,no_safe_variant,/ˈmɑːkɪtˈpleɪs/,,,us,us,0,2
vocal,has_us_only_but_conflict,/ˈvoʊkəl/,,/ˈvoʊkəl/,uk,uk,4,1
protocol,has_uk_only_but_conflict,/ˈpɹəʊtəkˌɒl/,/ˈpɹəʊtəˌkɒl/,,us,us,2,2
aisle,has_uk_only_but_conflict,/ˈaɪəl/,/aɪ̯l/,,us,us,1,2
fierce,has_us_only_but_conflict,/ˈfɪɹs/,,/ˈfɪɹs/,uk,uk,4,1
rational,no_safe_variant,/ˈræʃənl/,,,us,us,0,2
wheat,no_safe_variant,/ˈwiːt/,,,us,us,0,2
emerging,has_uk_only_but_conflict,/ɪmˈɜːdʒɪŋ/,/ɪˈmɜːd͡ʒɪŋ/,,us,us,3,2
required,has_uk_only_but_conflict,/ɹɪkwˈaɪəd/,/ɹɪˈkwaɪəd/,,us,us,2,2
worldwide,has_us_only_but_conflict,/ˈwɝlˈdwaɪd/,,/ˈwɝlˈdwaɪd/,uk,uk,4,1
debut,no_safe_variant,/ˈdeɪbjuː/,,,uk|us,uk|us,4,2
sensitivity,has_us_only_but_conflict,/ˌsɛnsɪˈtɪvɪti/,,/ˌsɛnsɪˈtɪvɪti/,uk,uk,2,1
innovative,no_safe_variant,/ˈɪnəvˌeɪtɪv/,,,uk|us,uk|us,4,2
behalf,has_us_only_but_conflict,/bɪˈhæf/,,/bɪˈhæf/,uk,uk,2,1
eighth,has_uk_only_but_conflict,/ˈeɪtθ/,/eɪtθ/,,us,us,3,2
interfere,no_safe_variant,/ˌɪntəfˈɪə/,,,us,us,0,2
frontier,has_us_only_but_conflict,/fɹənˈtɪɹ/,,/fɹənˈtɪɹ/,uk,uk,12,1
patent,has_us_only_but_conflict,/ˈpætənt/,,/ˈpætənt/,uk,uk,6,1
preliminary,no_safe_variant,/pɹɪlˈɪmɪnəɹɪ/,,,us,us,0,2
columnist,has_us_only_but_conflict,/ˈkɑləmnəst/,,/ˈkɑləmnəst/,uk,uk,2,1
reportedly,has_uk_only_but_conflict,/ɹɪpˈɔːtɪdlɪ/,/ɹɪˈpɔːtɪdli/,,us,us,1,2
ecological,no_safe_variant,/ˌɛkəlˈɒdʒɪkəl/,,,us,us,0,2
dough,has_us_only_but_conflict,/ˈdoʊ/,,/ˈdoʊ/,uk,uk,4,1
placement,has_us_only_but_conflict,/ˈpleɪsmənt/,,/ˈpleɪsmənt/,uk,uk,2,1
grandchild,no_safe_variant,/ˈɡɹændtʃˌaɪld/,,,us,us,0,2
upstairs,has_us_only_but_conflict,/əpˈstɛɹz/,,/əpˈstɛɹz/,uk,uk,12,1
partially,has_uk_only_but_conflict,/ˈpɑːʃəlɪ/,/ˈpɑːʃəli/,,us,us,1,2
exploit,no_safe_variant,/ˈɛksplɔɪt/,,,us,us,0,2
rabbit,no_safe_variant,/ˈræbɪt/,,,uk|us,uk|us,8,2
encouraging,has_uk_only_but_conflict,/ɪnˈkʌrɪdʒɪŋ/,/ɪnˈkʌɹɪd͡ʒɪŋ/,,us,us,3,2
mentally,no_safe_variant,/ˈmɛntəlɪ/,,,us,us,0,2
consequently,has_uk_only_but_conflict,/ˈkɒnsɪkwəntlɪ/,/ˈkɒnsɪˌkwɛntli/,,us,us,1,2
legislature,has_us_only_but_conflict,/ˈlɛdʒəˌsleɪtʃɚ/,,/ˈlɛdʒəˌsleɪtʃɚ/,uk,uk,2,1
liquid,no_safe_variant,/ˈlɪkwɪd/,,,us,us,0,2
icon,has_us_only_but_conflict,/ˈaɪkɑn/,,/ˈaɪkɑn/,uk,uk,2,1
midst,no_safe_variant,/ˈmɪdst/,,,us,us,0,2
interact,has_uk_only_but_conflict,/ˌɪntərˈækt/,/ɪntəˈɹækt/,,us,us,2,2
diary,no_safe_variant,/ˈdaɪəɹɪ/,,,us,us,0,2
fortunately,has_uk_only_but_conflict,/ˈfɔːtʃənətlɪ/,/ˈfɔːt͡ʃənɪtli/,,us,us,1,2
accomplishment,has_us_only_but_conflict,/əˈkɑmplɪʃmənt/,,/əˈkɑmplɪʃmənt/,uk,uk,2,1
expected,no_safe_variant,/ɛkspˈɛktɪd/,,,us,us,0,2
insert,no_safe_variant,/ˈɪnsɜːt/,,,uk|us,uk|us,2,2
booth,has_us_only_but_conflict,/ˈbuːθ/,,/ˈbuːθ/,uk,uk,2,1
aesthetic,has_us_only_but_conflict,/ɛsˈθɛtɪk/,,/ɛsˈθɛtɪk/,uk,uk,6,1
statistical,has_us_only_but_conflict,/stəˈtɪstɪkəl/,,/stəˈtɪstɪkəl/,uk,uk,2,1
translation,has_uk_only_but_conflict,/trænsˈleɪʃən/,/tɹænzˈleɪʃən/,,us,us,1,2
presumably,has_uk_only_but_conflict,/pɹɪzjˈuːməblɪ/,/pɹɪˈzjuːməbli/,,us,us,1,3
costly,has_uk_only_but_conflict,/ˈkɒstlɪ/,/ˈkɒstli/,,us,us,2,2
entrepreneur,has_uk_only_but_conflict,/ˌɒntɹɪpɹənjˈʊə/,/ˌɒntɹəpɹəˈnɜː/,,us,us,1,2
eleven,has_uk_only_but_conflict,/ɪlˈɛvən/,/ɪˈlɛvən/,,us,us,2,2
fisherman,has_uk_only_but_conflict,/ˈfɪʃəmən/,/ˈfɪʃəmən/,,us,us,1,2
mechanic,no_safe_variant,/mɪˈkænɪk/,,,us,us,0,2
mushroom,has_us_only_but_conflict,/ˈmʌʃɹum/,,/ˈmʌʃɹum/,uk,uk,9,1
puzzle,has_us_only_but_conflict,/ˈpʌzəl/,,/ˈpʌzəl/,uk,uk,8,1
whip,no_safe_variant,/ˈwɪp/,,,us,us,0,2
practitioner,has_uk_only_but_conflict,/prækˈtɪʃənə/,/pɹækˈtɪʃənə/,,us,us,1,2
ministry,no_safe_variant,/ˈmɪnɪstɹɪ/,,,us,us,0,2
whale,no_safe_variant,/ˈweɪl/,,,us,us,0,2
casualty,no_safe_variant,/ˈkæʒjʊəltɪ/,,,uk|us,uk|us,3,3
