word,subtype,phonetic,phonetic_uk,phonetic_us,conflict_dialects,source_variants,uk_candidate_count,us_candidate_count
fustian,has_us_only_but_conflict,/ˈfʌˌstiːən/,,/ˈfʌˌstiːən/,uk,uk,4,1
auscultation,no_safe_variant,/ˌɔːskəltˈeɪʃən/,,,uk,uk,2,0
badinage,no_safe_variant,/bædɪnɑːʒ/,,,uk,uk,4,0
hypotenuse,no_safe_variant,/haɪpˈɒtənjˌuːs/,,,uk,uk,2,0
stopping,has_us_only_but_conflict,/ˈstɑpɪŋ/,,/ˈstɑpɪŋ/,uk,uk,6,1
redolence,no_safe_variant,/ˈɹɛdələns/,,,uk,uk,2,0
evaluating,no_safe_variant,/ɪvˈaljuːˌeɪtɪŋ/,,,us,us,0,2
supernal,no_safe_variant,/suːpˈɜːnəl/,,,uk,uk,3,0
inadvertence,no_safe_variant,/ɪnɐdvˈɜːtəns/,,,us,us,0,2
cavil,no_safe_variant,/ˈkævɪl/,,,uk,uk,4,0
archaism,no_safe_variant,/ˈɑːkeɪɪzəm/,,,uk,uk,2,0
provender,no_safe_variant,/ˈpɹuːvəndə/,,,uk,uk,4,0
polyhedron,has_us_only_but_conflict,/ˌpɑˌliːˈhiːdɹən/,,/ˌpɑˌliːˈhiːdɹən/,uk,uk,6,1
anemometer,has_us_only_but_conflict,/ˌænəˈmɑmətɚ/,,/ˌænəˈmɑmətɚ/,uk,uk,2,1
spinet,no_safe_variant,/ˈspɪnɪt/,,,uk,uk,2,0
surcease,has_us_only_but_conflict,/ˌsɝˈsiːs/,,/ˌsɝˈsiːs/,uk,uk,4,1
achromatic,no_safe_variant,/ækrəʊˈmætɪk/,,,uk,uk,2,0
seismology,has_us_only_but_conflict,/ˌsaɪzˈmɑlədʒi/,,/ˌsaɪzˈmɑlədʒi/,uk,uk,2,1
ravel,no_safe_variant,/ˈrævəl/,,,uk|us,uk|us,4,2
sung,has_us_only_but_conflict,/ˈsʌŋ/,,/ˈsʌŋ/,uk,uk,3,1
legionary,no_safe_variant,/ˈliːdʒənəɹɪ/,,,uk,uk,4,0
cogitate,has_us_only_but_conflict,/ˈkɑdʒɪˌteɪt/,,/ˈkɑdʒɪˌteɪt/,uk,uk,2,1
refused,no_safe_variant,/ɹɪfjˈuːzd/,,,us,us,0,2
eyrie,has_us_only_but_conflict,/ˈɛɹi/,,/ˈɛɹi/,uk,uk,3,1
oblation,no_safe_variant,/əʊblˈeɪʃən/,,,uk,uk,2,0
discomfiting,no_safe_variant,/dɪsˈkʌmfɪtɪŋ/,,,uk,uk,4,0
macerate,no_safe_variant,/ˈmæsəreɪt/,,,uk,uk,2,0
admonitory,has_us_only_but_conflict,/ˌædˈmɔnɪˌtɔɹi/,,/ˌædˈmɔnɪˌtɔɹi/,uk,uk,2,1
postdate,has_us_only_but_conflict,/ˌpoʊstˈdeɪt/,,/ˌpoʊstˈdeɪt/,uk,uk,2,1
scarify,no_safe_variant,/ˈskærɪfaɪ/,,,uk,uk,4,0
therefor,no_safe_variant,/ðeəˈfɔː/,,,uk,uk,2,0
bemuse,has_us_only_but_conflict,/bɪmˈjuːz/,,/bɪmˈjuːz/,uk,uk,2,1
premonitory,has_us_only_but_conflict,/pɹəˈmʌnətɚi/,,/pɹəˈmʌnətɚi/,uk,uk,2,1
obtrude,has_us_only_but_conflict,/əbˈtɹuːd/,,/əbˈtɹuːd/,uk,uk,2,1
odoriferous,no_safe_variant,/ˌəʊdəɹˈɪfəɹəs/,,,uk,uk,2,0
kismet,has_us_only_but_conflict,/ˈkɪzmɪt/,,/ˈkɪzmɪt/,uk,uk,2,1
sublingual,no_safe_variant,/sʌbˈlɪŋgwəl/,,,uk,uk,6,0
shanghai,has_us_only_but_conflict,/ˈʃæŋˈhaɪ/,,/ˈʃæŋˈhaɪ/,uk,uk,8,1
skulduggery,has_us_only_but_conflict,/skəlˈdʌɡɚˌiː/,,/skəlˈdʌɡɚˌiː/,uk,uk,2,1
furrier,has_us_only_but_conflict,/ˈfɝiɚ/,,/ˈfɝiɚ/,uk,uk,5,1
casuistry,no_safe_variant,/ˈkæzjuɪstrɪ/,,,uk,uk,3,0
debark,no_safe_variant,/dɪˈbɑːk/,,,uk,uk,2,0
tyro,no_safe_variant,/ˈtaɪɹəʊ/,,,uk,uk,2,0
consanguinity,no_safe_variant,/ˌkɒnsæŋˈgwɪnɪtɪ/,,,uk,uk,2,0
interrogatory,has_us_only_but_conflict,/ˌɪntɛˈɹɑɡəˌtɔɹi/,,/ˌɪntɛˈɹɑɡəˌtɔɹi/,uk,uk,4,1
incubus,no_safe_variant,/ˈɪŋkjuːbəs/,,,uk,uk,2,0
polytechnic,no_safe_variant,/ˌpɒlɪtˈɛknɪk/,,,us,us,0,2
plenipotentiary,no_safe_variant,/ˌplɛnɪpətˈɛnʃjəɹɪ/,,,uk,uk,4,0
voracity,has_uk_only_but_conflict,/vəˈræsɪtɪ/,/vəˈɹæsɪti/,,us,us,1,2
prerecord,no_safe_variant,/ˌpɹiːɹɪkˈɔːd/,,,us,us,0,2
discussed,has_us_only_but_conflict,/dɪˈskʌst/,,/dɪˈskʌst/,uk,uk,4,1
choleric,has_us_only_but_conflict,/ˈkɑlɚɪk/,,/ˈkɑlɚɪk/,uk,uk,6,1
ramify,has_us_only_but_conflict,/ˈɹæməˌfaɪ/,,/ˈɹæməˌfaɪ/,uk,uk,2,1
parvenu,no_safe_variant,/ˈpɑːvənjuː/,,,uk,uk,4,0
lapidary,has_us_only_but_conflict,/ˈlæpəˌdɛɹi/,,/ˈlæpəˌdɛɹi/,uk,uk,4,1
bacchanal,no_safe_variant,/ˈbækənl/,,,us,us,0,2
debenture,has_us_only_but_conflict,/dəˈbɛntʃɚ/,,/dəˈbɛntʃɚ/,uk,uk,2,1
iterate,no_safe_variant,/ˈɪtəɹˌeɪt/,,,uk,uk,2,0
blaspheme,no_safe_variant,/blæsˈfiːm/,,,uk,uk,4,0
sinecure,no_safe_variant,/ˈsaɪŋkjʊə/,,,uk,uk,6,0
located,no_safe_variant,/ləʊkˈeɪtɪd/,,,uk|us,uk|us,2,2
usurious,no_safe_variant,/juːzjˈʊəɹɪəs/,,,uk,uk,2,0
importune,no_safe_variant,/ˌɪmpɔːtjˈuːn/,,,uk,uk,6,0
exigent,has_us_only_but_conflict,/ˈɛksɪdʒənt/,,/ˈɛksɪdʒənt/,uk,uk,4,1
nought,no_safe_variant,/ˈnɔːt/,,,uk,uk,10,0
impecunious,no_safe_variant,/ˌɪmpɪkjˈuːnɪəs/,,,uk,uk,2,0
substantiated,no_safe_variant,/səbˈstænʃiːˌeɪtɪd/,,,us,us,0,2
answered,has_us_only_but_conflict,/ˈænsɚd/,,/ˈænsɚd/,uk,uk,4,1
prosody,has_us_only_but_conflict,/ˈpɹɑsədi/,,/ˈpɹɑsədi/,uk,uk,3,1
lambaste,no_safe_variant,/læmˈbeɪst/,,,uk|us,uk|us,2,2
platypus,has_us_only_but_conflict,/ˈplætəˌpʊs/,,/ˈplætəˌpʊs/,uk,uk,2,1
verily,no_safe_variant,/ˈvɛɹɪlɪ/,,,uk,uk,2,0
protract,has_uk_only_but_conflict,/prəʊˈtrækt/,/pɹəˈtɹakt/,,us,us,1,2
guesstimate,no_safe_variant,/ˈɡɛstɪmət/,,,us,us,0,2
onrush,no_safe_variant,/ˈɒnrʌʃ/,,,uk,uk,6,0
detected,no_safe_variant,/dɪtˈɛktɪd/,,,us,us,0,2
multiplicative,no_safe_variant,/ˌmʌltɪˈplɪkətɪv/,,,uk,uk,4,0
insubordinate,no_safe_variant,/ˌɪnsəbˈɔːdɪnət/,,,us,us,0,2
referenced,no_safe_variant,/ˈɹɛfɹənst/,,,us,us,0,2
lucre,no_safe_variant,/ˈluːkə/,,,uk,uk,2,0
cetacean,no_safe_variant,/sɪtˈeɪʃən/,,,us,us,0,2
faunal,no_safe_variant,/ˈfɔːnl/,,,us,us,0,2
auroral,has_us_only_but_conflict,/ɚˈɔɹəl/,,/ɚˈɔɹəl/,uk,uk,2,1
redound,has_us_only_but_conflict,/ɹiˈdaʊnd/,,/ɹiˈdaʊnd/,uk,uk,4,1
ambidextrous,has_uk_only_but_conflict,/ˌæmbɪˈdekstrəs/,/ˌæmbiˈdɛkstɹəs/,,us,us,1,2
prehensile,no_safe_variant,/pɹɪhˈɛnsaɪl/,,,uk,uk,2,0
eukaryote,no_safe_variant,/juˈkærɪəʊt/,,,uk,uk,2,0
immolate,has_us_only_but_conflict,/ˈɪməˌleɪt/,,/ˈɪməˌleɪt/,uk,uk,4,1
delectation,no_safe_variant,/dɪlɪktˈeɪʃən/,,,uk,uk,2,0
liege,has_us_only_but_conflict,/ˈliːdʒ/,,/ˈliːdʒ/,uk,uk,4,1
investigated,no_safe_variant,/ɪnˈvestɪɡeɪtɪd/,,,us,us,0,2
belay,no_safe_variant,/bɪlˈeɪ/,,,uk,uk,2,0
gnu,has_us_only_but_conflict,/ˈnuː/,,/ˈnuː/,uk,uk,2,1
herbarium,has_uk_only_but_conflict,/hɜːbˈeəɹɪəm/,/hɜːˈbɛəɹiəm/,,us,us,1,2
advert,has_us_only_but_conflict,/ˈædvɚt/,,/ˈædvɚt/,uk,uk,4,1
intaglio,no_safe_variant,/ɪnˈtælɪəʊ/,,,uk|us,uk|us,6,2
timorous,has_us_only_but_conflict,/ˈtɪmɚəs/,,/ˈtɪmɚəs/,uk,uk,2,1
dug,has_us_only_but_conflict,/ˈdʌɡ/,,/ˈdʌɡ/,uk,uk,6,1
apposite,no_safe_variant,/ˈæpəʊzɪt/,,,uk,uk,4,0
inadvisable,no_safe_variant,/ɪnɐdvˈaɪzəbəl/,,,us,us,0,2
conjugate,has_uk_only_but_conflict,/ˈkɒndʒuːɡˌeɪt/,/ˈkɒnd͡ʒəɡət/,,us,uk|us,3,2
meltwater,no_safe_variant,/ˈmeltˌwɔːtə/,,,us,us,0,2
integrating,no_safe_variant,/ˈɪntɪɡɹˌeɪtɪŋ/,,,us,us,0,2
soporific,no_safe_variant,/ˌsɒpɔːɹˈɪfɪk/,,,uk,uk,4,0
gustatory,no_safe_variant,/ˈgʌstətərɪ/,,,uk,uk,2,0
cauterize,has_us_only_but_conflict,/ˈkɔtɚaɪz/,,/ˈkɔtɚaɪz/,uk,uk,2,1
carried,has_uk_only_but_conflict,/ˈkærɪd/,/ˈkæɹɪd/,,us,us,1,2
hauteur,no_safe_variant,/hɔːtjˈʊə/,,,uk,uk,2,0
engrossing,has_us_only_but_conflict,/ɪnˈɡɹoʊsɪŋ/,,/ɪnˈɡɹoʊsɪŋ/,uk,uk,6,1
vituperative,no_safe_variant,/ˈvɪtjuːpəɹətˌɪv/,,,uk|us,uk|us,4,2
imprecation,no_safe_variant,/ɪmpɹɪkˈeɪʃən/,,,uk,uk,2,0
reconnoiter,has_us_only_but_conflict,/ˌɹiːkəˈnɔɪtɚ/,,/ˌɹiːkəˈnɔɪtɚ/,uk,uk,4,1
referred,has_uk_only_but_conflict,/ɹɪfˈɜːd/,/ɹɪˈfɜːd/,,us,us,1,2
citron,no_safe_variant,/ˈsɪtɹɒn/,,,us,us,0,2
necropolis,has_us_only_but_conflict,/nəˈkɹɑpələs/,,/nəˈkɹɑpələs/,uk,uk,2,1
calumny,has_us_only_but_conflict,/ˈkæləmni/,,/ˈkæləmni/,uk,uk,2,1
troglodyte,no_safe_variant,/ˈtrɔɡlədaɪt/,,,uk,uk,2,0
fulminate,has_us_only_but_conflict,/ˈfʊlməˌneɪt/,,/ˈfʊlməˌneɪt/,uk,uk,4,1
lancet,has_us_only_but_conflict,/ˈlænsət/,,/ˈlænsət/,uk,uk,4,1
interregnum,has_us_only_but_conflict,/ˌɪntɚˈɹɛɡnəm/,,/ˌɪntɚˈɹɛɡnəm/,uk,uk,2,1
deprecate,has_us_only_but_conflict,/ˈdɛpɹəˌkeɪt/,,/ˈdɛpɹəˌkeɪt/,uk,uk,2,1
forbear,no_safe_variant,/ˈfɔːbeə/,,,uk,uk,2,0
misanthrope,has_us_only_but_conflict,/ˈmɪsənˌθɹoʊp/,,/ˈmɪsənˌθɹoʊp/,uk,uk,2,1
unfeasible,has_us_only_but_conflict,/ənˈfiːzəbəl/,,/ənˈfiːzəbəl/,uk,uk,2,1
denominate,has_us_only_but_conflict,/dɪˈnɑməˌneɪt/,,/dɪˈnɑməˌneɪt/,uk,uk,2,1
aluminium,no_safe_variant,/ˌæljuˈmɪnɪəm/,,,us,us,0,2
bole,has_us_only_but_conflict,/ˈboʊl/,,/ˈboʊl/,uk,uk,8,1
obstreperous,has_us_only_but_conflict,/əbˈstɹɛpɚəs/,,/əbˈstɹɛpɚəs/,uk,uk,2,1
offal,no_safe_variant,/ˈɒfəl/,,,uk,uk,2,0
bristling,no_safe_variant,/ˈbɹɪsəlɪŋ/,,,us,us,0,2
protuberance,has_uk_only_but_conflict,/pɹətjˈuːbəɹəns/,/pɹəˈtjuːbəɹəns/,,us,us,1,2
inserted,has_uk_only_but_conflict,/ɪnsˈɜːtɪd/,/ɪnˈsɜːtɪd/,,us,us,2,2
cognizance,has_us_only_but_conflict,/ˈkɑɡnəzəns/,,/ˈkɑɡnəzəns/,uk,uk,2,1
allusive,has_us_only_but_conflict,/əˈluːsɪv/,,/əˈluːsɪv/,uk,uk,2,1
cuneiform,has_us_only_but_conflict,/ˈkjuːniəˌfɔɹm/,,/ˈkjuːniəˌfɔɹm/,uk,uk,6,1
nestling,no_safe_variant,/ˈnɛsəlɪŋ/,,,us,us,0,2
centripetal,no_safe_variant,/ˈsɛntɹaɪptəl/,,,uk,uk,2,0
piddling,no_safe_variant,/ˈpɪdlɪŋ/,,,us,us,0,2
pram,no_safe_variant,/præm/,,,uk,uk,2,0
storey,has_us_only_but_conflict,/ˈstɔɹi/,,/ˈstɔɹi/,uk,uk,2,1
intercity,no_safe_variant,/ˌɪntəsˈɪtɪ/,,,us,us,0,2
acetic,no_safe_variant,/ɐsˈiːtɪk/,,,us,us,0,2
emasculate,no_safe_variant,/ɪˈmæskjuleɪt/,,,uk|us,uk|us,4,2
deify,has_us_only_but_conflict,/ˈdiːəˌfaɪ/,,/ˈdiːəˌfaɪ/,uk,uk,2,1
pedagogic,no_safe_variant,/ˌpɛdɐɡˈɒɡɪk/,,,uk,uk,2,0
manga,has_us_only_but_conflict,/ˈmæŋɡə/,,/ˈmæŋɡə/,uk,uk,8,1
epicurean,has_uk_only_but_conflict,/ˈɛpɪkjˌʊəɹɪən/,/ˌɛpɪkjʊəˈɹiːn̩/,,us,us,2,2
conditionally,no_safe_variant,/kəndˈɪʃənəlɪ/,,,us,us,0,2
disjunctive,no_safe_variant,/dɪsˈdʒʌŋktɪv/,,,uk,uk,4,0
adulterate,has_us_only_but_conflict,/əˈdʌltɚˌeɪt/,,/əˈdʌltɚˌeɪt/,uk,uk,2,1
valedictory,has_us_only_but_conflict,/ˌvæləˈdɪktɚi/,,/ˌvæləˈdɪktɚi/,uk,uk,4,1
obdurate,has_us_only_but_conflict,/ˈɑbdɚət/,,/ˈɑbdɚət/,uk,uk,3,1
focusing,has_uk_only_but_conflict,/ˈfəʊkəsɪŋ/,/ˈfəʊkəsɪŋ/,,us,us,3,2
bifurcate,no_safe_variant,/ˈbaɪfəkˌeɪt/,,,uk|us,uk|us,3,2
decouple,has_us_only_but_conflict,/diˈkʌpəl/,,/diˈkʌpəl/,uk,uk,2,1
bifurcated,no_safe_variant,/ˈbaɪfɜːkeɪtɪd/,,,us,us,0,2
herbivorous,no_safe_variant,/hɜːbˈɪvəɹəs/,,,us,us,0,2
temperamentally,no_safe_variant,/ˌtemprəˈmentəlɪ/,,,us,us,0,4
oracular,no_safe_variant,/ɒːˈrækjulə/,,,uk,uk,2,0
malefactor,no_safe_variant,/ˈmælɪfæktə/,,,us,us,0,2
tautology,no_safe_variant,/tɔːtˈɒlədʒɪ/,,,uk,uk,2,0
troth,no_safe_variant,/ˈtɹɒθ/,,,uk|us,uk|us,4,2
reprove,no_safe_variant,/ɹɪpɹˈuːv/,,,uk,uk,2,0
updating,no_safe_variant,/ʌpˈdeɪtɪŋ/,,,us,us,0,2
fossilize,has_us_only_but_conflict,/ˈfɑsəˌlaɪz/,,/ˈfɑsəˌlaɪz/,uk,uk,2,1
coronet,has_us_only_but_conflict,/ˈkɔɹəˈnɛt/,,/ˈkɔɹəˈnɛt/,uk,uk,2,1
saccharine,has_us_only_but_conflict,/ˈsækɚˌaɪn/,,/ˈsækɚˌaɪn/,uk,uk,8,1
marvellous,has_us_only_but_conflict,/ˈmɑɹvələs/,,/ˈmɑɹvələs/,uk,uk,2,1
massif,no_safe_variant,/ˈmæsiːf/,,,us,us,0,2
ewer,has_us_only_but_conflict,/ˈjuːɚ/,,/ˈjuːɚ/,uk,uk,2,1
gourmand,no_safe_variant,/ˈɡʊəmɑːnd/,,,uk|us,uk|us,2,2
bravo,has_us_only_but_conflict,/ˈbɹɑvoʊ/,,/ˈbɹɑvoʊ/,uk,uk,6,1
finagle,has_uk_only_but_conflict,/fɪnˈeɪɡəl/,/fɪˈneɪɡəl/,,us,us,1,2
glandular,has_us_only_but_conflict,/ˈɡlændʒəlɚ/,,/ˈɡlændʒəlɚ/,uk,uk,6,1
chihuahua,no_safe_variant,/tʃəwˈɑwˌɑ/,,,us,us,0,2
initiated,no_safe_variant,/ɪˈnɪʃɪeɪtɪd/,,,us,us,0,2
ingratitude,no_safe_variant,/ɪnˈgrætɪtjuːd/,,,uk,uk,2,0
pendulous,has_us_only_but_conflict,/ˈpɛndʒələs/,,/ˈpɛndʒələs/,uk,uk,2,1
obeisance,has_us_only_but_conflict,/oʊˈbeɪsəns/,,/oʊˈbeɪsəns/,uk,uk,2,1
antechamber,has_us_only_but_conflict,/ˈæntɛˌtʃeɪmbɚ/,,/ˈæntɛˌtʃeɪmbɚ/,uk,uk,2,1
motorway,no_safe_variant,/ˈməʊtəwˌeɪ/,,,uk,uk,2,0
glutamate,has_us_only_but_conflict,/ˈɡluːtəˌmeɪt/,,/ˈɡluːtəˌmeɪt/,uk,uk,2,1
poseur,no_safe_variant,/ˈpəʊsɜː/,,,us,us,0,2
assiduous,has_us_only_but_conflict,/əˈsɪdwəs/,,/əˈsɪdwəs/,uk,uk,2,1
kept,no_safe_variant,/ˈkɛpt/,,,us,us,0,2
amour,has_us_only_but_conflict,/ˌɑˈmuːɹ/,,/ˌɑˈmuːɹ/,uk,uk,2,1
fastening,has_uk_only_but_conflict,/ˈfɑːsənɪŋ/,/ˈfɑːsənɪŋ/,,us,us,2,2
grama,has_us_only_but_conflict,/ˈɡɹæmə/,,/ˈɡɹæmə/,uk,uk,2,1
aeroplane,no_safe_variant,/ˈeəɹəplˌeɪn/,,,uk,uk,4,0
miscellany,has_us_only_but_conflict,/ˈmɪsəˌleɪni/,,/ˈmɪsəˌleɪni/,uk,uk,2,1
degeneracy,has_us_only_but_conflict,/dɪˈdʒɛnɚəsi/,,/dɪˈdʒɛnɚəsi/,uk,uk,2,1
fanatically,no_safe_variant,/fəˈnætəkəlɪ/,,,us,us,0,2
implemented,no_safe_variant,/ˈɪmplɪməntɪd/,,,us,us,0,2
apostate,has_us_only_but_conflict,/əˈpɔsteɪt/,,/əˈpɔsteɪt/,uk,uk,4,1
chivalrous,no_safe_variant,/ˈʃɪvəlɹəs/,,,uk,uk,2,0
partiality,has_us_only_but_conflict,/ˌpɑɹʃiˈæləti/,,/ˌpɑɹʃiˈæləti/,uk,uk,3,1
adieu,has_us_only_but_conflict,/əˈduː/,,/əˈduː/,uk,uk,4,1
sophomoric,has_us_only_but_conflict,/ˌsɑfoʊˈmɑɹɪk/,,/ˌsɑfoʊˈmɑɹɪk/,uk,uk,2,1
asinine,has_us_only_but_conflict,/ˈæsəˌnaɪn/,,/ˈæsəˌnaɪn/,uk,uk,2,1
loch,has_us_only_but_conflict,/ˈlɑk/,,/ˈlɑk/,uk,uk,4,1
patois,has_us_only_but_conflict,/ˌpæˈtwɑ/,,/ˌpæˈtwɑ/,uk,uk,2,1
encyclopaedia,no_safe_variant,/ɛnsˌaɪkləpˈiːdɪə/,,,us,us,0,2
cited,no_safe_variant,/ˈsaɪtɪd/,,,us,us,0,2
madrigal,no_safe_variant,/ˈmædrɪgəl/,,,us,us,0,2
spoilage,no_safe_variant,/ˈspɔɪlɪdʒ/,,,us,us,0,2
indicated,no_safe_variant,/ˈɪndɪkeɪtɪd/,,,us,us,0,2
moraine,has_us_only_but_conflict,/mɚˈeɪn/,,/mɚˈeɪn/,uk,uk,2,1
sobriquet,has_uk_only_but_conflict,/ˈsɒbɹɪkˌeɪ/,/ˈsəʊbɹɪkeɪ/,,us,us,1,2
coagulate,has_us_only_but_conflict,/koʊˈæɡjəˌleɪt/,,/koʊˈæɡjəˌleɪt/,uk,uk,2,1
usury,no_safe_variant,/ˈjuːzjʊɹɪ/,,,us,us,0,2
opprobrium,has_us_only_but_conflict,/əˈpɹoʊbɹiəm/,,/əˈpɹoʊbɹiəm/,uk,uk,2,1
sewerage,has_us_only_but_conflict,/ˈsuːɚɪdʒ/,,/ˈsuːɚɪdʒ/,uk,uk,2,1
ere,has_us_only_but_conflict,/ˈɛɹ/,,/ˈɛɹ/,uk,uk,6,1
optician,has_us_only_but_conflict,/ɑpˈtɪʃən/,,/ɑpˈtɪʃən/,uk,uk,2,1
actuate,has_us_only_but_conflict,/ˈækˌtʃuːˈeɪt/,,/ˈækˌtʃuːˈeɪt/,uk,uk,2,1
angstrom,has_us_only_but_conflict,/ˈæŋstɹəm/,,/ˈæŋstɹəm/,uk,uk,2,1
shrubby,has_us_only_but_conflict,/ˈʃɹʌbi/,,/ˈʃɹʌbi/,uk,uk,2,1
reagent,no_safe_variant,/ɹɪˈeɪdʒənt/,,,us,us,0,2
insularity,has_us_only_but_conflict,/ˌɪnsəˈlɛɹɪti/,,/ˌɪnsəˈlɛɹɪti/,uk,uk,2,1
abbess,no_safe_variant,/ˈæbes/,,,uk,uk,2,0
banknote,has_us_only_but_conflict,/ˈbæŋkˌnoʊt/,,/ˈbæŋkˌnoʊt/,uk,uk,2,1
insouciance,no_safe_variant,/ɪnsˈuːsɪəns/,,,us,us,0,2
stapler,has_uk_only_but_conflict,/ˈsteɪplə/,/ˈsteɪplə/,,us,us,2,2
differentiating,no_safe_variant,/ˌdɪfəɹˈɛnʃɪˌeɪtɪŋ/,,,us,us,0,2
peon,has_us_only_but_conflict,/ˈpiːən/,,/ˈpiːən/,uk,uk,2,1
purvey,has_us_only_but_conflict,/pɚˈveɪ/,,/pɚˈveɪ/,uk,uk,2,1
plough,no_safe_variant,/ˈplaʊ/,,,us,us,0,2
generated,no_safe_variant,/ˈdʒɛnəɹˌeɪtɪd/,,,us,us,0,2
clavicle,no_safe_variant,/ˈklævɪkl/,,,us,us,0,2
centurion,has_us_only_but_conflict,/sɛnˈtʊɹiən/,,/sɛnˈtʊɹiən/,uk,uk,2,1
coven,no_safe_variant,/ˈkʌvən/,,,us,us,0,2
carol,no_safe_variant,/ˈkærəl/,,,us,us,0,2
corpulent,no_safe_variant,/ˈkɔːpjʊlənt/,,,uk,uk,2,0
furtherance,has_us_only_but_conflict,/ˈfɝθɚəns/,,/ˈfɝθɚəns/,uk,uk,2,1
expository,no_safe_variant,/ɛkspˈɒzɪtəɹɪ/,,,uk,uk,2,0
datum,no_safe_variant,/ˈdeɪtəm/,,,us,us,0,2
matriculate,has_us_only_but_conflict,/məˈtɹɪkjəleɪt/,,/məˈtɹɪkjəleɪt/,uk,uk,2,1
lateness,has_us_only_but_conflict,/ˈleɪtnəs/,,/ˈleɪtnəs/,uk,uk,2,1
silicate,no_safe_variant,/ˈsɪlɪkˌeɪt/,,,us,us,0,2
approbation,has_us_only_but_conflict,/ˌæpɹəˈbeɪʃən/,,/ˌæpɹəˈbeɪʃən/,uk,uk,2,1
disabuse,has_uk_only_but_conflict,/ˌdɪsɐbjˈuːs/,/dɪsəˈbjuːz/,,us,us,1,2
nuptial,has_us_only_but_conflict,/ˈnʌptʃəl/,,/ˈnʌptʃəl/,uk,uk,2,1
travelling,no_safe_variant,/ˈtrævlɪŋ/,,,us,us,0,2
chancery,has_us_only_but_conflict,/ˈtʃænsɚi/,,/ˈtʃænsɚi/,uk,uk,8,1
sophisticate,has_uk_only_but_conflict,/səfˈɪstɪkˌeɪt/,/səˈfɪstɪkət/,,us,uk|us,3,2
kowtow,no_safe_variant,/ˈkaʊtaʊ/,,,us,us,0,2
stanchion,no_safe_variant,/ˈstɑːnʃən/,,,uk,uk,4,0
politic,has_us_only_but_conflict,/ˈpɑləˌtɪk/,,/ˈpɑləˌtɪk/,uk,uk,6,1
retained,no_safe_variant,/rɪˈteɪnd/,,,us,us,0,2
dilettante,no_safe_variant,/dɪlɪˈtæntɪ/,,,uk,uk,4,0
quinine,has_us_only_but_conflict,/ˈkwaɪˌnaɪn/,,/ˈkwaɪˌnaɪn/,uk,uk,4,1
ribald,has_us_only_but_conflict,/ˈɹaɪbɑld/,,/ˈɹaɪbɑld/,uk,uk,4,1
accrete,no_safe_variant,/æˈkriːt/,,,uk,uk,4,0
divestiture,has_uk_only_but_conflict,/daɪvˈɛstɪtʃə/,/daɪˈvɛstɪt͡ʃə/,,us,us,1,2
sherbet,has_us_only_but_conflict,/ˈʃɝbət/,,/ˈʃɝbət/,uk,uk,2,1
gesticulate,no_safe_variant,/dʒɛstˈɪkjʊlˌeɪt/,,,uk,uk,2,0
hieroglyph,has_us_only_but_conflict,/ˌhaɪɹoʊˈɡlɪf/,,/ˌhaɪɹoʊˈɡlɪf/,uk,uk,4,1
melanin,has_uk_only_but_conflict,/ˈmɛlɐnˌɪn/,/ˈmɛlənɪn/,,us,us,1,2
swindler,no_safe_variant,/ˈswɪndlə/,,,us,us,0,2
calvinist,no_safe_variant,/ˈkælvɪnɪst/,,,us,us,0,2
pontificate,has_us_only_but_conflict,/pɑnˈtɪfəˌkeɪt/,,/pɑnˈtɪfəˌkeɪt/,uk,uk,2,1
magnetically,no_safe_variant,/maɡnˈɛtɪklɪ/,,,us,us,0,2
commingle,no_safe_variant,/kəʊmˈɪŋɡəl/,,,us,us,0,2
enlightening,no_safe_variant,/ɛnlˈaɪtənɪŋ/,,,us,us,0,2
twinkling,no_safe_variant,/ˈtwɪŋklɪŋ/,,,us,us,0,2
tenable,has_us_only_but_conflict,/ˈtɛnəbəl/,,/ˈtɛnəbəl/,uk,uk,2,1
lyre,has_us_only_but_conflict,/ˈlaɪɹ/,,/ˈlaɪɹ/,uk,uk,4,1
miasma,no_safe_variant,/mɪˈæzmə/,,,uk|us,uk|us,2,2
fealty,no_safe_variant,/ˈfiːltɪ/,,,us,us,0,2
vapid,has_us_only_but_conflict,/ˈvæpɪd/,,/ˈvæpɪd/,uk,uk,2,1
irradiate,has_us_only_but_conflict,/ˌɪˈɹeɪdiˌeɪt/,,/ˌɪˈɹeɪdiˌeɪt/,uk,uk,2,1
polygon,has_us_only_but_conflict,/ˈpɑlɪˌɡɑn/,,/ˈpɑlɪˌɡɑn/,uk,uk,2,1
elegiac,no_safe_variant,/ˈɛlɪdʒək/,,,uk,uk,4,0
repast,no_safe_variant,/rɪˈpɑːst/,,,uk,uk,4,0
bumbling,no_safe_variant,/ˈbʌmblɪŋ/,,,us,us,0,2
putting,no_safe_variant,/ˈpʊtɪŋ/,,,us,us,0,2
augur,has_us_only_but_conflict,/ˈɔɡɚ/,,/ˈɔɡɚ/,uk,uk,4,1
whig,no_safe_variant,/ˈwɪɡ/,,,us,us,0,2
crockery,has_us_only_but_conflict,/ˈkɹɑkɚi/,,/ˈkɹɑkɚi/,uk,uk,2,1
physiognomy,no_safe_variant,/ˌfɪzɪˈɒɡnəmɪ/,,,uk,uk,2,0
