word,syllables,actual_count,cmu_counts,category,phonetic
physiologically,phys-i-o-log-i-cal-ly,7,6,adverb_ically_ally,/ˌfɪziəˈlɑdʒɪkli/
physique,physique,1,2,other,/fəˈziːk/
pianist,pi-anist,2,3,other,/ˈpɪənɪst/
piano,pi-ano,2,3,other,/pɪˈɑːnəʊ/
picaresque,pi-caresque,2,3,other,/ˌpɪkəˈɹɛsk/
picturesque,pic-turesque,2,3,other,/ˈpɪktʃɚəsk/
platelet,platelet,1,2,other,/ˈpleɪtlət/
pliable,pli-able,2,3,suffix_able_ible,/ˈplaɪəbəl/
pluralism,plu-ral-ism,3,4,suffix_ism,/ˈplʊɹəˌlɪzəm/
podium,podi-um,2,3,vowel_sequence_suffix,/ˈpoʊdiəm/
polyester,po-lyes-ter,3,4,other,/ˌpɑˌliːˈɛstɚ/
polytheism,poly-the-ism,3,5,suffix_ism,/ˈpɑˌliːθiɪzəm/
posterior,pos-te-ri-or,4,3,other,/ˌpɔˈstɪɹjɚ/
potassium,potas-si-um,3,4,vowel_sequence_suffix,/pəˈtæsiəm/
powerfully,pow-er-ful-ly,4,3,other,/ˈpaʊɚfli/
preponderance,pre-pon-der-ance,4,3,other,/pɹiˈpɑndɹəns/
principally,prin-ci-pal-ly,4,3,adverb_ically_ally,/ˈpɹɪnsɪpli/
prism,prism,1,2,suffix_ism,/ˈpɹɪzəm/
prolifically,pro-lif-i-cal-ly,5,4,adverb_ically_ally,/pɹoʊˈlɪfɪkli/
promised,promised,1,2,other,/ˈpɹɑməst/
proprietor,pro-pri-etor,3,4,other,/pɹəˈpɹaɪətɚ/
proprietorship,pro-pri-etor-ship,4,5,other,/pɹəˈpɹaɪətɚˌʃɪp/
propriety,pro-pri-ety,3,4,suffix_ity_ety,/pɹəˈpɹaɪəti/
provocatively,pro-vo-ca-ti-ve-ly,6,5,other,/pɹoʊˈvɑkətɪvli/
prurient,pruri-ent,2,3,other,/ˈpɹʊɹiənt/
psychiatric,psy-chi-atric,3,4,other,/ˌsaɪkiˈætɹɪk/
psychologically,psy-cho-log-i-cal-ly,6,5,adverb_ically_ally,/ˌsaɪkəˈlɑdʒɪkli/
puerile,puerile,1,2,other,/pjuˈɹiːl/
pugilism,pu-gi-lism,3,4,suffix_ism,/ˈpjuːdʒəlɪzəm/
racism,ra-cism,2,3,suffix_ism,/ˈɹeɪˌsɪzəm/
radically,rad-i-cal-ly,4,3,adverb_ically_ally,/ˈɹædɪkli/
radius,ra-dius,2,3,other,/ˈɹeɪdiəs/
rarely,rarely,1,2,other,/ˈɹɛɹli/
real,re-al,2,1,other,/ˈɹiːl/
realisation,re-al-i-sa-tion,5,4,suffix_tion_sion_cian,/ˈɹiːləˈzeɪʃən/
realism,re-al-ism,3,4,suffix_ism,/ˈɹiːəlɪzəm/
realistically,re-al-is-ti-cal-ly,6,5,adverb_ically_ally,/ˌɹiːəˈlɪstɪkli/
really,re-al-ly,3,2,adverb_ically_ally,/ˈɹɪəlɪ/
reassess,re-assess,2,3,other,/ɹiəˈsɛs/
recidivism,re-ci-di-vism,4,5,suffix_ism,/ɹəˈsɪdɪˌvɪzəm/
recognised,recog-nised,2,3,other,/ˈɹɛkəɡˌnaɪzd/
reelect,re-elect,2,3,other,/ɹiɪˈlɛkt/
reenact,reen-act,2,3,other,/ɹiɪˈnækt/
reenter,reen-ter,2,3,other,/ɹiˈɪntɚ/
reestablish,rees-ta-blish,3,4,other,/ɹiɪˈstæblɪʃ/
reissue,reis-sue,2,3,other,/ɹiˈɪʃu/
reliable,re-li-able,3,4,suffix_able_ible,/ɹɪlˈaɪəbəl/
renowned,renowned,1,2,other,/ɹɪˈnaʊnd/
reopen,re-open,2,3,other,/ɹiˈoʊpən/
reorient,re-ori-ent,3,4,other,/ɹiˈɔɹiɛnt/
reschedule,resched-ule,2,3,other,/ɹiˈskɛdʒul/
residual,resid-u-al,3,4,other,/ɹɪˈzɪdʒuəl/
rheumatism,rheu-ma-tism,3,4,suffix_ism,/ˈɹuːməˌtɪzəm/
rhythm,rhythm,1,2,other,/ˈɹɪðəm/
rhythmically,rhyth-mi-cal-ly,4,3,adverb_ically_ally,/ˈɹɪðmɪkli/
ridicule,ri-di-cu-le,4,3,other,/ˈɹɪdəˌkjuːl/
riotous,ri-otous,2,3,other,/ˈɹaɪətəs/
romanticism,ro-man-ti-cism,4,5,suffix_ism,/ɹoʊˈmæntəˌsɪzəm/
ruinous,ru-inous,2,3,other,/ˈɹuːənəs/
rwanda,rwan-da,2,3,other,/ˈrjændə/
ryan,ryan,1,2,other,/ˈɹaɪən/
saleswoman,sales-woman,2,3,other,/ˈseɪlˌzwʊmən/
samoa,sa-moa,2,3,other,/səˈmoʊə/
sanctuary,sanc-tu-ary,3,4,other,/ˈsæŋktʃuˌɛɹi/
sapiens,sapi-ens,2,3,other,/ˈseɪpiənz/
sarcasm,sar-casm,2,3,other,/ˈsɑɹˌkæzəm/
sarcastically,sar-cas-ti-cal-ly,5,4,adverb_ically_ally,/sɑɹˈkæstɪkli/
satisfactorily,sat-is-fac-to-ri-ly,6,5,other,/ˌsætɪˈsfæktɹəli/
scenarios,sce-nar-ios,3,4,other,/sɪˈnɛɹioʊz/
schism,schism,1,2,suffix_ism,/ˈskɪzəm/
sciences,sci-ences,2,3,other,/ˈsaɪənsɪz/
scsi,scsi,1,2,other,/ˈskʊˌziː/
secretariat,sec-re-tar-iat,4,5,other,/ˌsɛkɹɪˈtɛɹiət/
semiannual,semi-an-nu-al,4,5,other,/ˈsemɪˈænjʊəl/
servile,servile,1,2,other,/ˈsɝvəl/
sexism,sex-ism,2,3,suffix_ism,/ˈsɛksɪzəm/
sh,sh,1,0,other,/ʃ/
shh,shh,1,0,other,/ʃ/
simian,simi-an,2,3,vowel_sequence_suffix,/ˈsɪmiən/
sinuous,sin-u-ous,3,2,vowel_sequence_suffix,/ˈsɪnwəs/
skepticism,skep-ti-cism,3,4,suffix_ism,/ˈskɛptɪˌsɪzəm/
sobriety,so-bri-ety,3,4,suffix_ity_ety,/səˈbɹaɪəti/
society,so-ci-ety,3,4,suffix_ity_ety,/səˈsaɪəti/
sodium,sodi-um,2,3,vowel_sequence_suffix,/ˈsoʊdiəm/
soloist,so-loist,2,3,other,/ˈsəʊləʊˌɪst/
somebody,some-body,2,3,other,/ˈsʌmbɒdɪ/
sovereign,sov-er-eign,3,2,other,/ˈsɑvɹən/
sovereignty,sovereign-ty,2,3,other,/ˈsɑvɹənti/
spasm,spasm,1,2,other,/ˈspæzəm/
spokesman,spokesman,1,2,other,/ˈspoʊksmən/
spokesperson,spokesper-son,2,3,other,/ˈspoʊkspɚsən/
spokeswoman,spokes-woman,2,3,other,/ˈspoʊkˌswʊmən/
spontaneity,spon-ta-nei-ty,4,5,suffix_ity_ety,/ˌspɑntəˈniːəti/
sporadically,spo-rad-i-cal-ly,5,4,adverb_ically_ally,/spɚˈædɪkli/
sql,sql,1,2/3,other,/ˌɛskjˌuːˈɛl/
statewide,statewide,1,2,other,/ˈsteɪˌtwaɪd/
statuary,stat-u-ary,3,4,other,/ˈstætʃuˌɛɹi/
statuesque,sta-tuesque,2,3,other,/ˌstætʃuˈɛsk/
statutes,statutes,1,2,other,/ˈstætʃuts/
stoicism,sto-ic-ism,3,4,suffix_ism,/ˈstoʊəˌsɪzəm/
stonewall,stonewall,1,2,other,/ˈstoʊnˌwɔl/
stoneware,stoneware,1,2,other,/ˈstoʊnˌwɛɹ/
studying,study-ing,2,3,other,/ˈstʌdiɪŋ/
subtly,sub-tly,2,3,other,/ˈsʌtəli/
sundial,sun-di-al,3,2,other,/ˈsʌnˌdaɪl/
superfluous,su-per-flu-ous,4,3,vowel_sequence_suffix,/ˈsuːpɚflˌwʌs/
symbolism,sym-bol-ism,3,4,suffix_ism,/ˈsɪmbəˌlɪzəm/
symposium,sym-po-sium,3,4,vowel_sequence_suffix,/sɪmˈpoʊziəm/
synthetically,syn-thet-i-cal-ly,5,4,adverb_ically_ally,/sɪnˈθɛtɪkli/
syria,syr-ia,2,3,vowel_sequence_suffix,/ˈsɪɹiə/
systematically,sys-tem-at-i-cal-ly,6,5,adverb_ically_ally,/ˌsɪstəˈmætɪkli/
teleology,tele-ol-o-gy,4,5,other,/ˈtiːliˌɔləˌdʒiː/
tellurium,tel-luri-um,3,4,vowel_sequence_suffix,/tɛˈlʊɹiəm/
temperament,tem-per-a-ment,4,3,other,/ˈtɛmpɹəmənt/
temperamental,tem-per-a-men-tal,5,4,other,/ˌtɛmpɹəmˈɛntəl/
temperamentally,tem-per-a-men-tal-ly,6,5,adverb_ically_ally,/ˌtemprəˈmentəlɪ/
terrorism,ter-ror-ism,3,4,suffix_ism,/ˈtɛɹɚˌɪzəm/
theater,the-ater,2,3,other,/ˈθiːətɚ/
theaters,the-aters,2,3,other,/ˈθiːətɚz/
theatre,the-atre,2,3,other,/ˈθiːətɚ/
theatrical,the-atri-cal,3,4,other,/θiˈætɹɪkəl/
theism,the-ism,2,3,suffix_ism,/ˈθiːɪzəm/
theorem,the-o-rem,3,2,other,/ˈθɪɹəm/
ticklish,tick-lish,2,3,other,/ˈtɪkəlɪʃ/
timetable,ti-me-ta-ble,4,3,suffix_able_ible,/ˈtaɪmˌteɪbəl/
tokyo,to-kyo,2,3,other,/ˈtoʊkiˌoʊ/
tourism,tou-rism,2,3,suffix_ism,/ˈtʊˌɹɪzəm/
tragically,trag-i-cal-ly,4,3,adverb_ically_ally,/ˈtɹædʒɪkli/
triumphant,tri-umphant,2,3,other,/tɹaɪˈʌmfənt/
trivia,triv-ia,2,3,vowel_sequence_suffix,/ˈtɹɪviə/
trivial,triv-ial,2,3,other,/ˈtɹɪviəl/
truism,tru-ism,2,3,suffix_ism,/ˈtɹuːɪzəm/
turquoise,turquoise,1,2,other,/ˈtɝkwɔɪz/
tvs,tvs,1,2,other,/ˈtiːˈviːz/
unadorned,un-adorned,2,3,other,/ˌʌnəˈdɔɹnd/
unctuous,unc-tu-ous,3,2,vowel_sequence_suffix,/ˈʌŋtʃwəs/
undiscovered,undis-cov-ered,3,4,other,/ˌʌndɪˈskʌvɚd/
undisturbed,undis-turbed,2,3,other,/ˌʌndɪˈstɝbd/
unenviable,un-en-vi-able,4,5,suffix_able_ible,/əˈnɛnˌviːəbəl/
uninteresting,un-in-ter-est-ing,5,4,other,/əˈnɪntɹəstɪŋ/
unreal,un-re-al,3,2,other,/ənˈɹiːl/
unrealistic,un-re-al-is-tic,5,4,other,/ənˌɹiːˈlɪstɪk/
unreliable,un-re-li-able,4,5,suffix_able_ible,/ˌʌnrɪˈlaɪəbl/
urbanism,ur-ban-ism,3,4,suffix_ism,/ˈɝbənɪzəm/
urls,urls,1,3,other,/ˈjuːˈɑˈɹɛlz/
usual,usu-al,2,3,other,/ˈjuːʒuːəl/
utopian,u-topi-an,3,4,vowel_sequence_suffix,/juˈtoʊpiən/
vacuum,vac-u-um,3,2,other,/ˈvækjum/
valedictorian,vale-dic-to-ri-an,5,6,vowel_sequence_suffix,/ˌvæləˌdɪkˈtɔɹiən/
variant,vari-ant,2,3,other,/ˈvɛɹiənt/
variety,va-ri-ety,3,4,suffix_ity_ety,/vɚˈaɪəti/
varying,vary-ing,2,3,other,/ˈvɛɹiɪŋ/
vegetable,veg-e-ta-ble,4,3,suffix_able_ible,/ˈvɛdʒtəbəl/
venereal,vene-re-al,3,4,other,/vəˈnɪɹiəl/
verifiable,ver-i-fi-able,4,5,suffix_able_ible,/ˈvɛɹəˌfaɪəbəl/
vertically,ver-ti-cal-ly,4,3,adverb_ically_ally,/ˈvɝtɪkli/
veterinary,vet-eri-nary,3,4,other,/ˈvɛtɹəˌnɛɹi/
viable,vi-able,2,3,suffix_able_ible,/ˈvaɪəbəl/
viceroy,viceroy,1,2,other,/ˈvaɪsɹɔɪ/
virtuoso,vir-tu-oso,3,4,other,/vɚtʃuˈoʊsoʊ/
visual,vis-ual,2,3,other,/ˈvɪʒəwəl/
visualize,vi-su-al-ize,4,3,other,/ˈvɪʒwəˌlaɪz/
vitriolic,vit-ri-olic,3,4,other,/ˌvɪtɹiˈɑlɪk/
volatile,vo-la-ti-le,4,3,other,/ˈvɑlətəl/
wholesaler,whole-saler,2,3,other,/ˈhoʊlˌseɪlɚ/
ws,ws,1,3/4,other,/ˌdʌbəljˌuːˈɛs/
wyoming,wyo-ming,2,3,other,/ˌwaɪˈoʊmɪŋ/
xbox,xbox,1,2,other,/ˈɛksˌbɑks/
xenophobia,xe-nop-ho-bia,4,5,vowel_sequence_suffix,/ˌzɛnəˈfoʊbiə/
yacht,y-acht,2,1,other,/ˈjɑt/
yolk,y-olk,2,1,other,/ˈjoʊk/
yore,y-ore,2,1,other,/ˈjɔɹ/
york,y-ork,2,1,other,/ˈjɔɹk/
yorkshire,y-ork-shire,3,2,other,/ˈjɔɹkʃɚ/
young,y-oung,2,1,other,/ˈjʌŋ/
youngster,y-oung-ster,3,2,other,/ˈjʌŋstɚ/
your,y-our,2,1,other,/ˈjɔː/
yours,y-ours,2,1,other,/ˈjɔːz/
yourself,y-our-self,3,2,other,/jɔːsˈɛlf/
yourselves,y-our-selves,3,2,other,/jʊɹsˈɛlvz/
youth,y-outh,2,1,other,/ˈjuːθ/
youthful,y-outh-ful,3,2,other,/ˈjuːθfəl/
zoological,zo-o-log-i-cal,5,4,other,/ˌzuːˈlɑdʒɪkəl/
